12	2026-09-04	60.42	Good	{"roe":{"avg3":14.636666666666668,"lastYr":13.74,"variationPct":-6.1261671601002154,"flag":"deterioration"},"roce":{"avg3":17.733333333333334,"lastYr":17.53,"variationPct":-1.1466165413533824,"flag":"neutral"},"epsGrowth":{"avg3":10.71381238743696,"lastYr":4.8245614035087625,"variationPct":-54.9687708815393,"flag":"deterioration"},"salesGrowth":{"avg3":10.397044533792988,"lastYr":11.873004587706868,"variationPct":14.195957794704464,"flag":"improvement"},"debtEquity":{"avg3":0.04666666666666667,"lastYr":0.06,"variationPct":28.57142857142856,"flag":"deterioration"},"assetTurns":{"avg3":4.431496860222299,"lastYr":4.606998161002491,"variationPct":3.960316487088489,"flag":"improvement"},"cwipPct":12.053267623198591,"latestFY":"FY26","epsLatest":47.8,"exempt":false}
13	2026-09-04	60.57	Good	{"roe":{"avg3":32.74666666666667,"lastYr":32.31,"variationPct":-1.333469055374595,"flag":"neutral"},"roce":{"avg3":18.400000000000002,"lastYr":17.23,"variationPct":-6.358695652173922,"flag":"deterioration"},"epsGrowth":{"avg3":18.35080918134507,"lastYr":51.98085615527784,"variationPct":183.26192944189162,"flag":"improvement"},"salesGrowth":{"avg3":29.700614459867893,"lastYr":44.78921357258947,"variationPct":50.802312972715136,"flag":"improvement"},"debtEquity":{"avg3":1.7966666666666666,"lastYr":1.95,"variationPct":8.534322820037104,"flag":"deterioration"},"assetTurns":{"avg3":16.245690926233138,"lastYr":17.40877367896311,"variationPct":7.159330791230654,"flag":"improvement"},"cwipPct":2.6919242273180455,"latestFY":"FY26","epsLatest":57.16,"exempt":false}
14	2026-09-04	49.72	Average	{"roe":{"avg3":12.9,"lastYr":10.64,"variationPct":-17.51937984496124,"flag":"deterioration"},"roce":{"avg3":null,"lastYr":null,"variationPct":null,"flag":"neutral"},"epsGrowth":{"avg3":10.27581496044081,"lastYr":-12.893081761006291,"variationPct":-225.4701628108454,"flag":"deterioration"},"salesGrowth":{"avg3":14.38498955820873,"lastYr":-0.25785535621363576,"variationPct":-101.7925307152308,"flag":"deterioration"},"debtEquity":{"avg3":0.5533333333333333,"lastYr":0.53,"variationPct":-4.216867469879515,"flag":"improvement"},"assetTurns":{"avg3":26.92914457348721,"lastYr":26.566366376892876,"variationPct":-1.3471582641785935,"flag":"neutral"},"cwipPct":0,"latestFY":"FY26","epsLatest":19.39,"exempt":true}
15	2026-09-04	56.22	Good	{"roe":{"avg3":30.33333333333334,"lastYr":19.76,"variationPct":-34.85714285714286,"flag":"deterioration"},"roce":{"avg3":22.173333333333332,"lastYr":15.45,"variationPct":-30.321707757065543,"flag":"deterioration"},"epsGrowth":{"avg3":25.085659599855585,"lastYr":2.4767801857585163,"variationPct":-90.12670894341252,"flag":"deterioration"},"salesGrowth":{"avg3":13.418616953358686,"lastYr":-3.5268052951071183,"variationPct":-126.28292697649705,"flag":"deterioration"},"debtEquity":{"avg3":0.7799999999999999,"lastYr":0.84,"variationPct":7.6923076923077,"flag":"deterioration"},"assetTurns":{"avg3":0.6657247664012105,"lastYr":0.5200470875931799,"variationPct":-21.882568616988397,"flag":"deterioration"},"cwipPct":33.66338440251326,"latestFY":"FY26","epsLatest":6.62,"exempt":false}
16	2026-09-04	71.56	High	{"roe":{"avg3":14.839999999999998,"lastYr":13.7,"variationPct":-7.681940700808617,"flag":"deterioration"},"roce":{"avg3":19.72,"lastYr":18.05,"variationPct":-8.468559837728186,"flag":"deterioration"},"epsGrowth":{"avg3":23.986732955030547,"lastYr":1.2359063313096246,"variationPct":-94.84754204073286,"flag":"deterioration"},"salesGrowth":{"avg3":16.035979353536064,"lastYr":20.089361396256557,"variationPct":25.276797589706856,"flag":"improvement"},"debtEquity":{"avg3":0,"lastYr":0,"variationPct":null,"flag":"neutral"},"assetTurns":{"avg3":3.760152336345039,"lastYr":3.9562872659602752,"variationPct":5.21614317907886,"flag":"improvement"},"cwipPct":24.00033956843533,"latestFY":"FY26","epsLatest":466.9,"exempt":false}
17	2026-09-04	32.99	Poor	{"roe":{"avg3":11.313333333333333,"lastYr":11.54,"variationPct":2.003535651149086,"flag":"neutral"},"roce":{"avg3":9.913333333333332,"lastYr":10.62,"variationPct":7.128446536650978,"flag":"improvement"},"epsGrowth":{"avg3":57.60892389988763,"lastYr":25.174349379146122,"variationPct":-56.30130251539861,"flag":"deterioration"},"salesGrowth":{"avg3":-6.77612918686036,"lastYr":2.6158138872275307,"variationPct":138.6033650642298,"flag":"improvement"},"debtEquity":{"avg3":1.6033333333333335,"lastYr":1.32,"variationPct":-17.671517671517677,"flag":"improvement"},"assetTurns":{"avg3":0.9442381985245564,"lastYr":0.748281334680434,"variationPct":-20.752905797532847,"flag":"deterioration"},"cwipPct":25.306034295543117,"latestFY":"FY26","epsLatest":73.59,"exempt":false}
18	2026-09-04	65.47	High	{"roe":{"avg3":14.683333333333332,"lastYr":12.27,"variationPct":-16.43586833144154,"flag":"deterioration"},"roce":{"avg3":null,"lastYr":null,"variationPct":null,"flag":"neutral"},"epsGrowth":{"avg3":47.456464331189046,"lastYr":-6.320691949434468,"variationPct":-113.3189272283827,"flag":"deterioration"},"salesGrowth":{"avg3":12.424424429654982,"lastYr":4.014464440245835,"variationPct":-67.68893027620666,"flag":"deterioration"},"debtEquity":{"avg3":1.3099999999999998,"lastYr":1.3,"variationPct":-0.763358778625938,"flag":"neutral"},"assetTurns":{"avg3":13.066531123917676,"lastYr":13.03536396374794,"variationPct":-0.23852665924994557,"flag":"neutral"},"cwipPct":3.9831084231419935,"latestFY":"FY26","epsLatest":84.48,"exempt":true}
19	2026-09-04	51.43	Average	{"roe":{"avg3":17.39,"lastYr":18.37,"variationPct":5.635422656699255,"flag":"improvement"},"roce":{"avg3":14.176666666666668,"lastYr":15.21,"variationPct":7.288972490007052,"flag":"improvement"},"epsGrowth":{"avg3":18.67524659996996,"lastYr":32.26142881974622,"variationPct":72.74968042348698,"flag":"improvement"},"salesGrowth":{"avg3":17.585123828499803,"lastYr":24.06285292594198,"variationPct":36.83641446382009,"flag":"improvement"},"debtEquity":{"avg3":1.5566666666666666,"lastYr":1.44,"variationPct":-7.494646680942187,"flag":"improvement"},"assetTurns":{"avg3":5.282203446475775,"lastYr":5.828675273838962,"variationPct":10.345527825661202,"flag":"improvement"},"cwipPct":12.426106946912913,"latestFY":"FY26","epsLatest":152.18,"exempt":false}
20	2026-09-04	49.49	Average	{"roe":{"avg3":15.47,"lastYr":13.32,"variationPct":-13.89786683904331,"flag":"deterioration"},"roce":{"avg3":12.676666666666668,"lastYr":11.67,"variationPct":-7.94109913226401,"flag":"deterioration"},"epsGrowth":{"avg3":34.30524093371834,"lastYr":13.398247322297946,"variationPct":-60.94402208634856,"flag":"deterioration"},"salesGrowth":{"avg3":23.098829546220234,"lastYr":27.105334052166114,"variationPct":17.345054206876394,"flag":"improvement"},"debtEquity":{"avg3":0.8033333333333333,"lastYr":0.66,"variationPct":-17.84232365145228,"flag":"improvement"},"assetTurns":{"avg3":0.36079411431365593,"lastYr":0.328075505921588,"variationPct":-9.068498374567174,"flag":"deterioration"},"cwipPct":13.60696497187085,"latestFY":"FY26","epsLatest":58.23,"exempt":false}
21	2026-09-04	67.04	High	{"roe":{"avg3":23.37,"lastYr":22.14,"variationPct":-5.263157894736844,"flag":"deterioration"},"roce":{"avg3":29.709999999999997,"lastYr":28.58,"variationPct":-3.8034331874789604,"flag":"deterioration"},"epsGrowth":{"avg3":4.036982296396797,"lastYr":-4.25963488843814,"variationPct":-205.51532247837875,"flag":"deterioration"},"salesGrowth":{"avg3":8.67180756764403,"lastYr":11.18192302763658,"variationPct":28.945700655976403,"flag":"improvement"},"debtEquity":{"avg3":0.08,"lastYr":0.07,"variationPct":-12.499999999999993,"flag":"improvement"},"assetTurns":{"avg3":14.982536865802809,"lastYr":15.640427833193126,"variationPct":4.391051884490494,"flag":"improvement"},"cwipPct":0.8652806153106598,"latestFY":"FY26","epsLatest":61.36,"exempt":false}
22	2026-09-04	43.74	Average	{"roe":{"avg3":10.276666666666667,"lastYr":10.66,"variationPct":3.730132987349979,"flag":"improvement"},"roce":{"avg3":12.28,"lastYr":12.69,"variationPct":3.338762214983715,"flag":"improvement"},"epsGrowth":{"avg3":19.357481482443834,"lastYr":35.25569151269926,"variationPct":82.12953758821477,"flag":"improvement"},"salesGrowth":{"avg3":11.980185194655286,"lastYr":16.610167682082626,"variationPct":38.64700263141935,"flag":"improvement"},"debtEquity":{"avg3":0.28,"lastYr":0.31,"variationPct":10.714285714285703,"flag":"deterioration"},"assetTurns":{"avg3":0.9114989315159742,"lastYr":0.87824071891831,"variationPct":-3.648738517153302,"flag":"deterioration"},"cwipPct":9.652158120781275,"latestFY":"FY26","epsLatest":277.45,"exempt":false}
23	2026-09-04	65.13	High	{"roe":{"avg3":25.03333333333333,"lastYr":27.67,"variationPct":10.532623169107872,"flag":"improvement"},"roce":{"avg3":27.113333333333333,"lastYr":24.6,"variationPct":-9.26973198918121,"flag":"deterioration"},"epsGrowth":{"avg3":23.695959238298446,"lastYr":46.71755725190839,"variationPct":97.15410877480507,"flag":"improvement"},"salesGrowth":{"avg3":19.601780814146565,"lastYr":22.569856668618627,"variationPct":15.141868397640726,"flag":"improvement"},"debtEquity":{"avg3":0.3,"lastYr":0.58,"variationPct":93.33333333333333,"flag":"deterioration"},"assetTurns":{"avg3":11.699633729180759,"lastYr":7.694862015665876,"variationPct":-34.22988963771012,"flag":"deterioration"},"cwipPct":1.5332017437111585,"latestFY":"FY26","epsLatest":384.4,"exempt":false}
24	2026-09-04	68.51	High	{"roe":{"avg3":35.20333333333333,"lastYr":28.53,"variationPct":-18.95653820660922,"flag":"deterioration"},"roce":{"avg3":37.080000000000005,"lastYr":37.54,"variationPct":1.2405609492987963,"flag":"neutral"},"epsGrowth":{"avg3":11.620085263034808,"lastYr":-40.5045045045045,"variationPct":-448.5732125680288,"flag":"deterioration"},"salesGrowth":{"avg3":3.8272728475949847,"lastYr":4.768655968682962,"variationPct":24.596707853727544,"flag":"improvement"},"debtEquity":{"avg3":0.01,"lastYr":0.03,"variationPct":199.99999999999994,"flag":"deterioration"},"assetTurns":{"avg3":3.4518914224819306,"lastYr":3.9809496566632174,"variationPct":15.326618639727979,"flag":"improvement"},"cwipPct":8.523842704875937,"latestFY":"FY26","epsLatest":16.51,"exempt":false}
25	2026-09-04	73.44	High	{"roe":{"avg3":24.090000000000003,"lastYr":22.21,"variationPct":-7.80406807804069,"flag":"deterioration"},"roce":{"avg3":31.970000000000002,"lastYr":29.62,"variationPct":-7.350641226149519,"flag":"deterioration"},"epsGrowth":{"avg3":16.501406789440765,"lastYr":8.978971775805563,"variationPct":-45.586628519750214,"flag":"deterioration"},"salesGrowth":{"avg3":6.445352405549891,"lastYr":5.603944103061692,"variationPct":-13.054496473516156,"flag":"deterioration"},"debtEquity":{"avg3":0,"lastYr":0,"variationPct":null,"flag":"neutral"},"assetTurns":{"avg3":4.121683090205029,"lastYr":4.207816925642587,"variationPct":2.089773365697384,"flag":"neutral"},"cwipPct":18.366466368425236,"latestFY":"FY26","epsLatest":136.3,"exempt":false}
26	2026-09-04	41.34	Average	{"roe":{"avg3":12.686666666666667,"lastYr":22.3,"variationPct":75.77509196006305,"flag":"improvement"},"roce":{"avg3":11.703333333333333,"lastYr":17.14,"variationPct":46.454001708914845,"flag":"improvement"},"epsGrowth":{"avg3":195.94610977327991,"lastYr":537.2206703910615,"variationPct":174.16756117927244,"flag":"improvement"},"salesGrowth":{"avg3":3.7541730981163988,"lastYr":9.282305267897344,"variationPct":147.25299087979204,"flag":"improvement"},"debtEquity":{"avg3":1.3500000000000003,"lastYr":1.19,"variationPct":-11.851851851851876,"flag":"improvement"},"assetTurns":{"avg3":1.2348374906436097,"lastYr":1.3098637155151323,"variationPct":6.075797458369856,"flag":"improvement"},"cwipPct":17.643588009267923,"latestFY":"FY26","epsLatest":91.25,"exempt":false}
27	2026-09-04	31.15	Poor	{"roe":{"avg3":12.993333333333334,"lastYr":13.31,"variationPct":2.4371472550025635,"flag":"neutral"},"roce":{"avg3":9.233333333333334,"lastYr":8.33,"variationPct":-9.783393501805064,"flag":"deterioration"},"epsGrowth":{"avg3":17.03737941007771,"lastYr":15.48013245033112,"variationPct":-9.140178910528157,"flag":"deterioration"},"salesGrowth":{"avg3":1.9038405946771573,"lastYr":-1.1978657288401835,"variationPct":-162.918383618315,"flag":"deterioration"},"debtEquity":{"avg3":1.39,"lastYr":1.33,"variationPct":-4.316546762589916,"flag":"improvement"},"assetTurns":{"avg3":0.4743078497753526,"lastYr":0.44177764928876817,"variationPct":-6.858457118513176,"flag":"deterioration"},"cwipPct":23.73450809547982,"latestFY":"FY26","epsLatest":27.9,"exempt":false}
28	2026-09-04	54.4	Good	{"roe":{"avg3":12.783333333333333,"lastYr":12.58,"variationPct":-1.5906127770534535,"flag":"neutral"},"roce":{"avg3":13.26,"lastYr":12.55,"variationPct":-5.354449472096523,"flag":"deterioration"},"epsGrowth":{"avg3":15.38011774550236,"lastYr":10.909090909090908,"variationPct":-29.070173001236764,"flag":"deterioration"},"salesGrowth":{"avg3":23.24219176077513,"lastYr":13.625484428648635,"variationPct":-41.37607774304748,"flag":"deterioration"},"debtEquity":{"avg3":4.12,"lastYr":4.64,"variationPct":12.62135922330096,"flag":"deterioration"},"assetTurns":{"avg3":25.323109072108597,"lastYr":25.333016241856445,"variationPct":0.03912303864283337,"flag":"neutral"},"cwipPct":19.397870992410123,"latestFY":"FY26","epsLatest":61,"exempt":true}
29	2026-09-04	51.42	Average	{"roe":{"avg3":1.5466666666666666,"lastYr":1.18,"variationPct":-23.706896551724142,"flag":"deterioration"},"roce":{"avg3":2.3800000000000003,"lastYr":2.82,"variationPct":18.48739495798317,"flag":"improvement"},"epsGrowth":{"avg3":48.52490421455938,"lastYr":-32.75862068965517,"variationPct":-167.50888274772996,"flag":"deterioration"},"salesGrowth":{"avg3":102.61912369755998,"lastYr":168.55703206046536,"variationPct":64.25499067526457,"flag":"improvement"},"debtEquity":{"avg3":0.08666666666666667,"lastYr":0.15,"variationPct":73.07692307692307,"flag":"deterioration"},"assetTurns":{"avg3":9.087305732850103,"lastYr":8.372709071307561,"variationPct":-7.863680199064007,"flag":"deterioration"},"cwipPct":2.5565994147543507,"latestFY":"FY26","epsLatest":0.39,"exempt":false}
30	2026-09-04	80.81	High	{"roe":{"avg3":25.439999999999998,"lastYr":25.27,"variationPct":-0.6682389937106846,"flag":"neutral"},"roce":{"avg3":33.72,"lastYr":33.51,"variationPct":-0.6227758007117463,"flag":"neutral"},"epsGrowth":{"avg3":26.901147255277937,"lastYr":13.873626373626358,"variationPct":-48.42738028243615,"flag":"deterioration"},"salesGrowth":{"avg3":15.474137760279183,"lastYr":15.915223663663152,"variationPct":2.8504716076407193,"flag":"neutral"},"debtEquity":{"avg3":0,"lastYr":0,"variationPct":null,"flag":"neutral"},"assetTurns":{"avg3":6.356327084664147,"lastYr":6.734591963165977,"variationPct":5.950997698253546,"flag":"improvement"},"cwipPct":12.499340274898026,"latestFY":"FY26","epsLatest":8.29,"exempt":false}
31	2026-09-04	36.64	Weak	{"roe":{"avg3":12.06,"lastYr":11.14,"variationPct":-7.628524046434492,"flag":"deterioration"},"roce":{"avg3":14.21,"lastYr":14.35,"variationPct":0.9852216748768388,"flag":"neutral"},"epsGrowth":{"avg3":7.310601358039119,"lastYr":14.340277777777773,"variationPct":96.15729370892934,"flag":"improvement"},"salesGrowth":{"avg3":-1.2616306420513907,"lastYr":-0.6037330538415638,"variationPct":52.14660822917999,"flag":"improvement"},"debtEquity":{"avg3":0.5266666666666667,"lastYr":0.47,"variationPct":-10.759493670886092,"flag":"improvement"},"assetTurns":{"avg3":1.3833824699699158,"lastYr":1.3495536232977554,"variationPct":-2.4453719348414196,"flag":"neutral"},"cwipPct":3.105202186402031,"latestFY":"FY26","epsLatest":32.93,"exempt":false}
32	2026-09-04	40	Average	{"roe":{"avg3":79.99,"lastYr":79.99,"variationPct":0,"flag":"neutral"},"roce":{"avg3":86,"lastYr":86,"variationPct":0,"flag":"neutral"},"epsGrowth":{"avg3":-100,"lastYr":-100,"variationPct":0,"flag":"neutral"},"salesGrowth":{"avg3":-100,"lastYr":-100,"variationPct":0,"flag":"neutral"},"debtEquity":{"avg3":0.29,"lastYr":0.29,"variationPct":0,"flag":"neutral"},"assetTurns":{"avg3":1.5046719586553392,"lastYr":0,"variationPct":-100,"flag":"deterioration"},"cwipPct":8.01327795975667,"latestFY":"FY26","epsLatest":null,"exempt":false}
33	2026-09-04	64.46	High	{"roe":{"avg3":34.973333333333336,"lastYr":26.11,"variationPct":-25.343118566526883,"flag":"deterioration"},"roce":{"avg3":43.09,"lastYr":32.12,"variationPct":-25.458343003016953,"flag":"deterioration"},"epsGrowth":{"avg3":0.08906349399775593,"lastYr":-12.411039750043393,"variationPct":-14035.047001812105,"flag":"deterioration"},"salesGrowth":{"avg3":10.21988045005109,"lastYr":0.07317089890881853,"variationPct":-99.28403370992022,"flag":"deterioration"},"debtEquity":{"avg3":0.09666666666666666,"lastYr":0.12,"variationPct":24.137931034482758,"flag":"deterioration"},"assetTurns":{"avg3":1.5173939002225276,"lastYr":1.50869831908227,"variationPct":-0.5730602409158475,"flag":"neutral"},"cwipPct":23.59601839332717,"latestFY":"FY26","epsLatest":50.46,"exempt":false}
34	2026-09-04	60.77	Good	{"roe":{"avg3":63.29333333333333,"lastYr":61.13,"variationPct":-3.4179481777964935,"flag":"deterioration"},"roce":{"avg3":55.24333333333334,"lastYr":61.25,"variationPct":10.873106860556314,"flag":"improvement"},"epsGrowth":{"avg3":13.623043691693667,"lastYr":33.6326530612245,"variationPct":146.88060775824442,"flag":"improvement"},"salesGrowth":{"avg3":6.892187225585516,"lastYr":18.6162646409007,"variationPct":170.10677498418042,"flag":"improvement"},"debtEquity":{"avg3":0.62,"lastYr":0.39,"variationPct":-37.096774193548384,"flag":"improvement"},"assetTurns":{"avg3":1.5234157678068074,"lastYr":1.6283185840707965,"variationPct":6.886026682985758,"flag":"improvement"},"cwipPct":17.545390336117,"latestFY":"FY26","epsLatest":32.74,"exempt":false}
35	2026-09-04	32.17	Poor	{"roe":{"avg3":16.823333333333334,"lastYr":15.85,"variationPct":-5.7856152169605775,"flag":"deterioration"},"roce":{"avg3":12.013333333333334,"lastYr":10.65,"variationPct":-11.348501664816869,"flag":"deterioration"},"epsGrowth":{"avg3":1.1008804928994953,"lastYr":2.6363091671659538,"variationPct":139.47278420952412,"flag":"improvement"},"salesGrowth":{"avg3":0.5754820425317543,"lastYr":1.5712823203000892,"variationPct":173.03759356025225,"flag":"improvement"},"debtEquity":{"avg3":1.4733333333333334,"lastYr":1.51,"variationPct":2.488687782805427,"flag":"neutral"},"assetTurns":{"avg3":0.21329668205894026,"lastYr":0.20087002606910268,"variationPct":-5.825995917931684,"flag":"deterioration"},"cwipPct":21.48792352644416,"latestFY":"FY26","epsLatest":17.13,"exempt":false}
