ISIN,Symbol,YahooTicker
INE415B01044,MARSONS,517467.BO
INE934S01014,GNA,GNA.NS
INE600Y01019,DYCL,DYCL.NS
INE0H5O01029,WINDLAS,WINDLAS.NS
INE0ALI01010,ADVAIT,ADVAIT.NS
INE384A01010,RANEHOLDIN,RANEHOLDIN.NS
INE155D01018,SELECTRIC,SELECTRIC.BO
INE893J01029,MOLDTKPAC,MOLDTKPAC.NS
INE0MB501011,JGCHEM,JGCHEM.NS
INE032A01023,BOMDYEING,BOMDYEING.NS
INE398A01010,VENKEYS,VENKEYS.NS
INE0IQ001011,VERANDA,VERANDA.NS
INE922B01023,PANACEABIO,PANACEABIO.NS
INE036A01016,RELINFRA,RELINFRA.NS
INE0MLS01022,EPACKPEB,EPACKPEB.NS
INE0QRL01017,ARKADE,ARKADE.NS
INE298G01035,AJMERA,AJMERA.NS
INE461D01028,HLEGLAS,HLEGLAS.NS
INE128A01029,EVEREADY,EVEREADY.NS
INE007B01023,GEOJITFSL,GEOJITFSL.NS
INE121N01019,THEJO,THEJO.NS
INE246B01019,RAMCOSYS,RAMCOSYS.NS
INE0H9F01037,SAIPARENT,SAIPARENT.NS
INE17QZ01016,KNACK,KNACK.NS
INE932A01024,PENIND,PENIND.NS
INE355A01028,SOMANYCERA,SOMANYCERA.NS
INE551C01044,SHUKRAPHAR,524632.BO
INE18UN01038,GAJA,GAJA.NS
INE029L01018,KICL,KICL.NS
INE411B01019,VENUSREM,VENUSREM.NS
INE0P9J01013,AMIC,544037.BO
INE622Q01027,MOBAVENUE,539682.BO
INE732S01012,SAKAR,SAKAR.NS
INE879K01018,KMCSHIL,524520.BO
INE603A01013,PRAKASH,PRAKASH.NS
INE03NU01014,BRIGHOTEL,BRIGHOTEL.NS
INE612J01015,REPCOHOME,REPCOHOME.NS
INE338F01015,KLBRENG-B,522101.BO
INE0N0J01014,CNCRD,543619.BO
INE0Q7P01013,KODYTECH,KODYTECH.NS
INE175A01038,JISLJALEQS,JISLJALEQS.NS
INE392H01026,KETOMOTORS,537392.BO
INE07O001026,EASEMYTRIP,EASEMYTRIP.NS
INE04AK01028,SBC,SBC.NS
INE05CZ01011,RATNAVEER,RATNAVEER.NS
INE0R4701017,ALPEXSOLAR,ALPEXSOLAR.NS
INE109C01017,ARMANFIN,ARMANFIN.NS
INE903A01025,JAYKAY,JAYKAY.NS
INE927X01018,ELCIDIN,503681.BO
INE074B01023,PARACABLES,PARACABLES.NS
INE059B01024,SIMPLEXINF,SIMPLEXINF.NS
INE818W01011,ESAFSFB,ESAFSFB.NS
INE625X01026,SILVERTUC,SILVERTUC.NS
INE0OV601013,EMSLIMITED,EMSLIMITED.NS
INE0KQN01018,BAJEL,BAJEL.NS
INE586V01016,TCIEXP,TCIEXP.NS
INE077F01035,GOCLCORP,GOCLCORP.NS
INE438E01032,SIKA,523606.BO
INE559R01029,LANDMARK,LANDMARK.NS
INE00HZ01011,BNAGROCHEM,526125.BO
INE451L01014,MAHASTEEL,MAHASTEEL.NS
INE194R01017,FREDUN,539730.BO
INE075D01018,GMBREW,GMBREW.NS
INE1B3L01017,SHRINGARMS,SHRINGARMS.NS
INE985S01024,TEAMLEASE,TEAMLEASE.NS
INE805C01028,KCP,KCP.NS
INE500L01026,SHK,SHK.NS
INE586B01026,TAJGVK,TAJGVK.NS
INE809Q01020,GHVINFRA,505504.BO
INE045B01015,NELCO,NELCO.NS
INE0U4101014,BLUSPRING,BLUSPRING.NS
INE149O01018,NIBE,NIBE.NS
INE219W01012,MODINSU,515008.BO
INE634A01018,HONDAPOWER,HONDAPOWER.NS
INE667G01023,SAKSOFT,SAKSOFT.NS
INE782E01017,HESTERBIO,HESTERBIO.NS
INE243D01012,BFUTILITIE,BFUTILITIE.NS
INE323C01030,INDIANHUME,INDIANHUME.NS
INE002E01010,SAPL,538992.BO
INE068L01024,CANTABIL,CANTABIL.NS
INE08NE01025,SANSTAR,SANSTAR.NS
INE0KKN01029,RHETAN,RHETAN.NS
INE900B01029,KABRAEXTRU,KABRAEXTRU.NS
INE004A01022,PROTEAN,PROTEAN.NS
INE05TO01019,AEROPLANE,AEROPLANE.NS
INE806C01018,TIL,TIL.NS
INE752G01015,MSPL,MSPL.NS
INE229C01021,SAGCEM,SAGCEM.NS
INE0OWZ01020,MVELECTRO,MVELECTRO.NS
INE0LGX01024,INA,543620.BO
INE052I01032,CAMLINFINE,CAMLINFINE.NS
INE06ZD01017,SHANTIGOLD,SHANTIGOLD.NS
INE0OLS01010,VINYAS,VINYAS.NS
INE338D01028,BODALCHEM,BODALCHEM.NS
INE495S01016,HPL,HPL.NS
INE838B01021,BHARATRAS,BHARATRAS.NS
INE304A01026,MUKANDLTD,MUKANDLTD.NS
INE08ZM01014,GREENPANEL,GREENPANEL.NS
INE777X01017,AAYUSHBULL,540718.BO
INE111F01024,PAUSHAKLTD,PAUSHAKLTD.NS
INE312C01025,SYNCOMF,SYNCOMF.NS
INE059D01020,LAOPALA,LAOPALA.NS
INE0NJ001013,CFF,543920.BO
INE275B01026,HUHTAMAKI,HUHTAMAKI.NS
INE742C01031,JINDRILL,JINDRILL.NS
INE096B01018,NUCLEUS,NUCLEUS.NS
INE572J01011,SPANDANA,SPANDANA.NS
INE14UN01029,VIDYAWIRES,VIDYAWIRES.NS
INE1EEM01017,BLEL,BLEL.NS
INE155Z01011,MACPOWER,MACPOWER.NS
INE156A01020,INDORAMA,INDORAMA.NS
INE926B01016,GRANDOAK,523862.BO
INE0I0T01010,VOEPL,543597.BO
INE338A01024,TIRUMALCHM,TIRUMALCHM.NS
INE0OWC01011,KHAZANCHI,543953.BO
INE0KL801015,DCXINDIA,DCXINDIA.NS
INE108V01019,AWFIS,AWFIS.NS
INE418H01029,ALLCARGO,ALLCARGO.NS
INE982F01036,HATHWAY,HATHWAY.NS
INE1B3501014,ZELIO,ZELIO.BO
INE1SRC01010,MILLWORKS,MILLWORKS.BO
INE704B01017,RACLGEAR,RACLGEAR.NS
INE170I01016,HGS,HGS.NS
INE0PB301013,SCILAL,SCILAL.NS
INE015C01016,TINNARUBR,TINNARUBR.NS
INE264T01014,CAPACITE,CAPACITE.NS
INE193B01039,AYMSYNTEX,AYMSYNTEX.NS
INE985W01018,CNL,CNL.NS
INE0G5901015,EPACK,EPACK.NS
INE08LI01020,KRSNAA,KRSNAA.NS
INE276C01014,EIHAHOTELS,EIHAHOTELS.NS
INE192H01020,GRMOVER,GRMOVER.NS
INE598D01035,ALGOQUANT,ALGOQUANT.NS
INE425B01027,BCG,BCG.NS
INE071D01033,MENONBE,MENONBE.NS
INE631E01024,SPICELOUNG,539895.BO
INE070I01018,INSECTICID,INSECTICID.NS
INE782X01033,SERVOTECH,SERVOTECH.NS
INE887E01022,NGLFINE,NGLFINE.NS
INE737E01011,KSSMART,516038.BO
INE150C01029,TITANBIO,524717.BO
INE144Z01023,TARSONS,TARSONS.NS
INE0PX301025,SKYWAYS,SKYWAYS.NS
INE0JR601024,YATRA,YATRA.NS
INE542Z01028,KAPSTON,KAPSTON.NS
INE184O01015,DIFFNKG,DIFFNKG.NS
INE661I01014,BGRENERGY,BGRENERGY.NS
INE362A01016,PVP,PVP.NS
INE878K01010,BFINVEST,BFINVEST.NS
INE209B01025,RICOAUTO,RICOAUTO.NS
INE0BJS01011,GOCOLORS,GOCOLORS.NS
INE716F01012,INDOKEM,504092.BO
INE0XNF01022,ARDEE,ARDEE.NS
INE959C01023,OAL,OAL.NS
INE204A01010,IGPL,IGPL.NS
INE070D01027,JAICORPLTD,JAICORPLTD.NS
INE560A01023,INDIAGLYCO,INDIAGLYCO.NS
INE131C01011,DISAQ,500068.BO
INE632C01026,VIDHIING,VIDHIING.NS
INE877V01027,SURAKSHA,SURAKSHA.NS
INE560K01014,PFS,PFS.NS
INE898S01029,AURUM,AURUM.NS
INE039D01014,HYPERSOFT,539724.BO
INE07OG01012,NDRAUTO,NDRAUTO.NS
INE533A01012,GOODYEAR,500168.BO
INE103C01036,SMCGLOBAL,SMCGLOBAL.NS
INE0CT101020,MOL,MOL.NS
INE793A01012,ACCELYA,ACCELYA.NS
INE127T01021,KPEL,KPEL.NS
INE153A01019,MTNL,MTNL.NS
INE0LRY01011,QUADFUTURE,QUADFUTURE.NS
INE00Q601028,STUDDS,STUDDS.NS
INE0JVO01026,GARUDA,GARUDA.NS
INE803D01021,INDOBORAX,INDOBORAX.NS
INE597J01018,SHALBY,SHALBY.NS
INE0LOJ01019,IKIO,IKIO.NS
INE363A01022,ASIANHOTNR,ASIANHOTNR.NS
INE1RDG01013,PNGSREVA,PNGSREVA.NS
INE274C01019,WENDT,WENDT.NS
INE0FRK01020,MOTISONS,MOTISONS.NS
INE349W01017,AVADHSUGAR,AVADHSUGAR.NS
INE428Q01011,SURYODAY,SURYODAY.NS
INE200D01020,MMWL,512267.BO
INE525F01025,BLIL,532485.BO
INE893C01032,BGDL,521238.BO
INE065D01027,AEROENTER,AEROENTER.NS
INE618L01018,5PAISA,5PAISA.NS
INE722H01024,RGL,RGL.NS
INE250K01012,DLINKINDIA,DLINKINDIA.NS
INE851I01011,UDS,UDS.NS
INE048B01035,JAGSNPHARM,JAGSNPHARM.NS
INE0D6701023,IPL,IPL.NS
INE344S01016,INFOBEAN,INFOBEAN.NS
INE01R501028,VIKRAN,VIKRAN.NS
INE519C01017,SUMMITSEC,SUMMITSEC.NS
INE898Q01015,MIIL,538668.BO
INE910C01018,TTKHLTCARE,TTKHLTCARE.NS
INE613C01026,MCLOUD,MCLOUD.NS
INE08N601015,MBEL,MBEL.NS
INE727B01026,GENESYS,GENESYS.NS
INE106T01025,HITECH,HITECH.NS
INE480C01038,SDBL,SDBL.NS
INE712K01011,SHREEPUSHK,SHREEPUSHK.NS
INE207H01018,GNRL,513536.BO
INE05AN01011,HINDWAREAP,HINDWAREAP.NS
INE937A01023,SPMLINFRA,SPMLINFRA.NS
INE737D01021,MODISONLTD,MODISONLTD.NS
INE572D01014,FRONTSP,522195.BO
INE313L01016,RSL,RSL.NS
INE0J5601015,KRISHNADEF,KRISHNADEF.NS
INE0HLU01028,MOBIKWIK,MOBIKWIK.NS
INE124G01033,DELTACORP,DELTACORP.NS
INE419D01026,CLSEL,CLSEL.NS
INE840Y01029,ONEPOINT,ONEPOINT.NS
INE325C01035,DOLLAR,DOLLAR.NS
INE373T01047,BLUECLOUDS,539607.BO
INE0FMZ01045,SHREEREF,SHREEREF.BO
INE859A01011,PNBGILTS,PNBGILTS.NS
INE265B01019,NITTAGELA,506532.BO
INE201A01024,MANALIPETC,MANALIPETC.NS
INE022I01019,ASIANTILES,ASIANTILES.NS
INE221H01019,GTLINFRA,GTLINFRA.NS
INE173M01012,ONIXSOLAR,513119.BO
INE048C01025,VHLTD,VHLTD.NS
INE0Q5D01013,ACCENTMIC,ACCENTMIC.NS
INE133Y01011,IFGLEXPOR,IFGLEXPOR.NS
INE363L01045,BELDING,513307.BO
INE784R01023,ARFIN,ARFIN.NS
INE630A01024,SESHAPAPER,SESHAPAPER.NS
INE225B01021,FERMENTA,506414.BO
INE435C01024,TEXINFRA,TEXINFRA.NS
INE098F01031,AMRUTANJAN,AMRUTANJAN.NS
INE1WFC01025,SHANKESH,SHANKESH.NS
INE147A01011,SPIC,SPIC.NS
INE1D0W01018,TECHNOCRAF,TECHNOCRAF.NS
INE278M01019,NAVKARCORP,NAVKARCORP.NS
INE0U4701011,DIGITIDE,DIGITIDE.NS
INE503B01021,STEELXIND,STEELXIND.NS
INE0SCO01019,DPEL,DPEL.NS
INE0QVH01025,KPGEL,KPGEL.BO
INE199P01028,GCSL,GCSL.NS
INE301D01026,RUBYMILLS,RUBYMILLS.NS
INE972A01020,KOTIC,509732.BO
INE760B01019,VALIANT,526775.BO
INE795B01031,CITURGIA,CITURGIA.BO
INE016Q01014,CEINSYS,538734.BO
INE711A01022,WALCHANNAG,WALCHANNAG.NS
INE390G01014,GPTINFRA,GPTINFRA.NS
INE724A01017,GYFTR,507912.BO
INE1VXE01018,STLNETWORK,STLNETWORK.NS
INE0VN801010,RAJESH,RAJESH.BO
INE524T01011,TAALTECH,539956.BO
INE201K01015,EXPLEOSOL,EXPLEOSOL.NS
INE547E01014,IMPAL,IMPAL.NS
INE669R01026,ELITECON,539533.BO
INE312M01024,JOJO,531910.BO
INE488D01021,AVTNPL,AVTNPL.NS
INE1B3O01011,SUNSHINE,SUNSHINE.NS
INE384C01016,YUKEN,YUKEN.NS
INE449C01025,ANDREWYU,ANDREWYU.NS
INE0O6601022,KROSS,KROSS.NS
INE0V0W01025,GKSL,GKSL.NS
INE500A01029,DCW,DCW.NS
INE161A01038,NIITLTD,NIITLTD.NS
INE411D01023,SKMEGGPROD,SKMEGGPROD.NS
INE848A01014,IZMO,IZMO.NS
INE0GV601021,ALLTIME,ALLTIME.NS
INE277B01014,PUNJABCHEM,PUNJABCHEM.NS
INE715B01021,ANDHRSUGAR,ANDHRSUGAR.NS
INE1YPB01014,AGL,AGL.NS
INE417B01040,DSSL,DSSL.NS
INE583D01011,UGROCAP,UGROCAP.NS
INE073G01016,ASALCBR,ASALCBR.NS
INE350H01032,BLKASHYAP,BLKASHYAP.NS
INE947J01015,DEN,DEN.NS
INE188B01013,IGARASHI,IGARASHI.NS
INE485A01015,CENTENKA,CENTENKA.NS
INE354C01027,BHAGERIA,BHAGERIA.NS
INE415D01024,BHARATSE,BHARATSE.NS
INE0D0K01022,SIGACHI,SIGACHI.NS
INE199G01027,JAGRAN,JAGRAN.NS
INE438K01021,KALAMANDIR,KALAMANDIR.NS
INE664D01019,BENARAS,509438.BO
INE395U01014,NINSYS,NINSYS.NS
INE571B01036,JAYBARMARU,JAYBARMARU.NS
INE0RE001014,GALAPREC,GALAPREC.NS
INE217L01019,SHRIRAMPPS,SHRIRAMPPS.NS
INE690J01011,INOVSYNTH,533315.BO
INE0PA801013,GHCLTEXTIL,GHCLTEXTIL.NS
INE0KGZ01021,SIGNPOST,SIGNPOST.NS
INE158B01016,EIMCOELECO,EIMCOELECO.NS
INE830Q01018,MANAKCOAT,MANAKCOAT.NS
INE486R01017,GPTHEALTH,GPTHEALTH.NS
INE369A01029,EXCELINDUS,EXCELINDUS.NS
INE0V9N01017,PRIZOR,PRIZOR.NS
INE0TY101024,SOLARWORLD,SOLARWORLD.NS
INE124Y01028,PASHUPATI,PASHUPATI.NS
INE951D01028,ATULAUTO,ATULAUTO.NS
INE435A01051,ANDHRAPAP,ANDHRAPAP.NS
INE831A01028,ONIDA,ONIDA.NS
INE288301026,PPEL,PPEL.BO
INE646H01017,CAPITALSFB,CAPITALSFB.NS
INE405A01021,ULTRAMAR,506685.BO
INE958L01034,META,534535.BO
INE155E01016,INVPRECQ,504786.BO
INE0PT501018,PLATIND,PLATIND.NS
INE433O01024,AIRLTD,508929.BO
INE056801025,IVALUE,IVALUE.NS
INE142Q01026,SULA,SULA.NS
INE680A01011,DHANBANK,DHANBANK.NS
INE994E01018,3BBLACKBIO,532067.BO
INE881E01017,KELENRG,506528.BO
INE302D01024,RIR,517035.BO
INE822G01016,ELECTHERM,ELECTHERM.NS
INE966A01022,DOLATALGO,DOLATALGO.NS
INE967G01019,ZSARACOM,512020.BO
INE754D01018,SOBME,512014.BO
INE316L01019,BHARATWIRE,BHARATWIRE.NS
INE285B01017,SPICEJET,500285.BO
INE405C01035,LINCOLN,LINCOLN.NS
INE458B01036,BHAGYANGR,BHAGYANGR.NS
INE497S01012,GODAVARIB,GODAVARIB.NS
INE563J01010,ASTEC,ASTEC.NS
INE1SJO01012,RAMBHAJO,RAMBHAJO.NS
INE533D01032,RAJRILTD,RAJRILTD.NS
INE570D01018,ARROWGREEN,ARROWGREEN.NS
INE835G01018,ALLDIGI,ALLDIGI.NS
INE535D01037,ROTO,ROTO.NS
INE0NG701011,XTRANET,XTRANET.NS
INE828A01016,BIL,BIL.NS
INE963C01033,FAZE3Q,FAZE3Q.NS
INE01GN01025,IRISDOREME,IRISDOREME.NS
INE073V01015,COMSYN,COMSYN.NS
INE737G01016,HARAFIN,530927.BO
INE0ORA01015,COSMICCRF,543928.BO
INE184H01027,EKC,EKC.NS
INE148A01019,TNPETRO,TNPETRO.NS
INE258R01028,PANORAMA,539469.BO
INE950M01013,MONTECARLO,MONTECARLO.NS
INE197A01024,JYOTISTRUC,JYOTISTRUC.NS
INE284B01028,TGVSL,507753.BO
INE484I01029,PRECAM,PRECAM.NS
INE658G01014,SALSTEEL,SALSTEEL.NS
INE02L001032,BOROSCI,BOROSCI.NS
INE346W01013,APEX,APEX.NS
INE0XBS01012,AIRFLOA,AIRFLOA.BO
INE520Y01019,ICEMAKE,ICEMAKE.NS
INE255D01024,GULPOLY,GULPOLY.NS
INE02NC01014,FINOPB,FINOPB.NS
INE701A01023,VHL,VHL.NS
INE07U701015,IRMENERGY,IRMENERGY.NS
INE895B01021,RUPA,RUPA.NS
INE374E01021,BMW,542669.BO
INE701G01012,AKCAPIT,530499.BO
INE0JYY01029,MWL,MWL.NS
INE0PRF01011,UNIHEALTH,UNIHEALTH.NS
INE072A01029,INDIAHOMES,513361.BO
INE794B01026,BALAJITELE,BALAJITELE.NS
INE671K01027,SUNRAKSHAK,539300.BO
INE0OLH01013,ROBU,543787.BO
INE046A01015,RIIL,RIIL.NS
INE869Y01028,TEMBO,TEMBO.NS
INE866K01023,WAAREEINDO,WAAREEINDO.NS
INE800A01015,BIRLACABLE,BIRLACABLE.NS
INE062D01024,ALICON,ALICON.NS
INE082A01010,KOPRAN,KOPRAN.NS
INE672B01032,MUNJALAU,MUNJALAU.NS
INE577L01016,STEL,STEL.NS
INE295F01017,BUTTERFLY,BUTTERFLY.NS
INE00EV01017,HARIOMPIPE,HARIOMPIPE.NS
INE083B01024,THEMISMED,THEMISMED.NS
INE833A01016,ADCINDIA,523411.BO
INE390H01020,KAMDHENU,KAMDHENU.NS
INE0HLJ01013,SVRL,543373.BO
INE232A01011,SHREDIGCEM,SHREDIGCEM.NS
INE451C01013,ACGL,505036.BO
INE660C01027,CENTRUM,CENTRUM.NS
INE677D01037,MASTERTR,MASTERTR.NS
INE0WO601020,LAXMIDENTL,LAXMIDENTL.NS
INE041A01016,DHAMPURSUG,DHAMPURSUG.NS
INE866R01028,MATRIMONY,MATRIMONY.NS
INE524B01027,GANDHITUBE,GANDHITUBE.NS
INE0PPK01015,ORIENTTECH,ORIENTTECH.NS
INE557A01011,BIRLANU,BIRLANU.NS
INE999K01014,GREENPOWER,GREENPOWER.NS
INE0WKY01013,INDOSMC,INDOSMC.BO
INE411U01027,BAJAJHCARE,BAJAJHCARE.NS
INE412G01024,BCLIND,BCLIND.NS
INE107A01015,TNPL,TNPL.NS
INE137I01015,GRPLTD,GRPLTD.NS
INE786F01031,UTTAMSUGAR,UTTAMSUGAR.NS
INE694A01020,UNITECH,UNITECH.NS
INE127B01011,HITECHGEAR,HITECHGEAR.NS
INE0R6Z01013,SRM,SRM.NS
INE670O01013,ONEGLOBAL,514330.BO
INE620D01011,INDPRUD,501298.BO
INE365Y01019,BPLPHARMA,541096.BO
INE01BK01022,AWHCL,AWHCL.NS
INE0H9P01028,ARIS,ARIS.NS
INE998U01015,PCCL,PCCL.NS
INE414A01015,MADRASFERT,MADRASFERT.NS
INE0O5T01011,REMUS,REMUS.NS
INE147P01019,JPOLYINVST,JPOLYINVST.NS
INE887D01024,TCC,512038.BO
INE796G01012,JINDALPHOT,JINDALPHOT.NS
INE290A01027,NAHARSPING,NAHARSPING.NS
INE0ECP01024,HMAAGRO,HMAAGRO.NS
INE577D01013,JYOTIRES,514448.BO
INE068B01017,SEKURITIND,515043.BO
INE611A01016,RSWM,RSWM.NS
INE964H01014,SEPC,SEPC.NS
INE00ZE01026,AFSL,AFSL.NS
INE511Y01018,MMP,MMP.NS
INE284H01025,DAMCAPITAL,DAMCAPITAL.NS
INE559D01011,CREST,CREST.NS
INE02WG01024,WEL,WEL.NS
INE189I01024,NELCAST,NELCAST.NS
INE477B01010,DVL,DVL.NS
INE0TO701015,MAMATA,MAMATA.NS
INE599F01020,FOSECOC,523160.BO
INE734I01027,FINKURVE,FINKURVE.NS
INE336H01023,GAYAPROJ,GAYAPROJ.NS
INE199E01014,SUNSHIEL,530845.BO
INE799B01025,HIIL,539984.BO
INE309M01020,PREMIERPOL,PREMIERPOL.NS
INE740D01017,NRAIL,NRAIL.NS
INE643K01018,ARIHANTSUP,ARIHANTSUP.NS
INE00YJ01010,JARO,JARO.NS
INE583V01021,RADHIKAJWE,RADHIKAJWE.NS
INE361D01012,UNIABEXAL,504605.BO
INE0GGO01015,KRISHIVAL,KRISHIVAL.NS
INE0LEX01011,SAHANA,SAHANA.NS
INE778B01029,ESTER,ESTER.NS
INE00U401027,UNIECOM,UNIECOM.NS
INE457F01013,SALZERELEC,SALZERELEC.NS
INE754A01055,SUBEXLTD,SUBEXLTD.NS
INE032B01021,PRIMESECU,PRIMESECU.NS
INE528A01020,GKWLIMITED,GKWLIMITED.NS
INE032Z01020,BSHSL,BSHSL.NS
INE368U01029,UNITEDPOLY,UNITEDPOLY.NS
INE0IZQ01016,BRRL,543543.BO
INE019J01013,HEALTHX,HEALTHX.NS
INE413D01011,ARIHANT,531381.BO
INE417D01020,FEDDERSHOL,511628.BO
INE275D01022,AMNPLST,AMNPLST.NS
INE663B01015,CONTROLPR,CONTROLPR.NS
INE00TV01023,SUDARSHAN,543828.BO
INE840M01016,ZUARI,ZUARI.NS
INE0GMR01016,SWARAJ,SWARAJ.NS
INE670C01026,IIRM,526530.BO
INE00QT01015,SGIL,SGIL.NS
INE0CG401037,MUKKA,MUKKA.NS
INE540G01014,AMBIKCO,AMBIKCO.NS
INE455D01012,SHAHFOOD,519031.BO
INE337E01010,VIKRAMTH,530477.BO
INE025A01027,CONSOFINVT,CONSOFINVT.NS
INE194D01017,ASTAR,531847.BO
INE535F01024,RAJOOENG,RAJOOENG.NS
INE841D01013,AMAL,506597.BO
INE00CE01017,SVLL,SVLL.NS
INE0QN801017,KRYSTAL,KRYSTAL.NS
INE760F01028,INDOAMIN,INDOAMIN.NS
INE00OQ01016,DHARMAJ,DHARMAJ.NS
INE0MHO01029,REGAAL,REGAAL.NS
INE917H01012,SRHHYPOLTD,SRHHYPOLTD.NS
INE0SOY01013,TAC,TAC.NS
INE170V01027,SALASAR,SALASAR.NS
INE414Y01015,SGRL,540737.BO
INE219Y01026,RMDRIP,RMDRIP.NS
INE049A01027,HIMATSEIDE,HIMATSEIDE.NS
INE319Y01024,TIRUPATIFL,TIRUPATIFL.NS
INE565V01010,VALIANTORG,VALIANTORG.NS
INE658T01017,WEALTH,WEALTH.NS
INE435D01014,MCCHRLS-B,507836.BO
INE388A01029,GANESHBE,GANESHBE.NS
INE316A01038,ECORECO,530643.BO
INE287C01037,MICEL,MICEL.NS
INE865T01018,PDMJEPAPER,PDMJEPAPER.NS
INE492A01029,SUDARCOLOR,SUDARCOLOR.NS
INE029Q01017,BAHETI,BAHETI.NS
INE0OSJ01014,VINSYS,VINSYS.NS
INE310B01013,DANLAW,532329.BO
INE0KNT01012,MVGJL,MVGJL.NS
INE258Y01016,LGHL,LGHL.NS
INE535P01015,RRPDEFENSE,530929.BO
INE693D01018,VADILENT,519152.BO
INE366A01041,DWARKESH,DWARKESH.NS
INE0JM501013,NRL,NRL.NS
INE270B01035,MAFATIND,500264.BO
INE420B01036,ARIHANTCAP,ARIHANTCAP.NS
INE750M01017,HEXATRADEX,HEXATRADEX.NS
INE409B01013,SWELECTES,SWELECTES.NS
INE0AZY01017,VILAS,VILAS.NS
INE748A01024,MBECL,MBECL.NS
INE107F01022,WANBURY,WANBURY.NS
INE0DNW01011,FAIRCHEMOR,FAIRCHEMOR.NS
INE442P01014,SUYOG,SUYOG.NS
INE075B01020,SICALLOG,SICALLOG.NS
INE770A01010,PRADPME,513532.BO
INE01EG01016,RITCO,RITCO.NS
INE868X01014,YSL,540980.BO
INE843S01025,SURAJEST,SURAJEST.NS
INE730A01022,ORICONENT,ORICONENT.NS
INE0CJF01024,WCIL,WCIL.NS
INE0CG601016,MAXIND,MAXIND.NS
INE0P8B01020,GAUDIUMIVF,GAUDIUMIVF.NS
INE076C01018,IFBAGRO,IFBAGRO.NS
INE06XZ01023,GEMAROMA,GEMAROMA.NS
INE457G01029,ORIRAIL,531859.BO
INE895W01019,PANACHE,PANACHE.NS
INE134B01017,KECL,KECL.NS
INE709A01018,VLSFINANCE,VLSFINANCE.NS
INE091E01039,JAYTEX,512233.BO
INE155G01029,NDTV,NDTV.NS
INE283A01014,PRECOT,PRECOT.NS
INE453D01025,SARLAPOLY,SARLAPOLY.NS
INE232E01013,VELJAN,505232.BO
INE13VU01016,BEEZAASAN,BEEZAASAN.BO
INE0U9101019,EFFWA,EFFWA.NS
INE140B01048,JTLDEFENCE,537254.BO
INE0I3401014,DBOL,DBOL.NS
INE0QRV01016,ABSMARINE,ABSMARINE.NS
INE0JUI01012,HEXAGON,HEXAGON.NS
INE217A01012,ZUARIIND,ZUARIIND.NS
INE356B01024,SYSTMTXC,SYSTMTXC.NS
INE16SF01016,BORANA,BORANA.NS
INE0PK601023,OCCLLTD,OCCLLTD.NS
INE283H01019,ROHLTD,ROHLTD.NS
INE026D01011,LOTUSCHO,523475.BO
INE389K01018,WELINV,WELINV.NS
INE0MEG01014,VIVIANA,VIVIANA.NS
INE550H01011,SUPREMEINF,SUPREMEINF.NS
INE239D01028,OMINFRAL,OMINFRAL.NS
INE489G01022,ANUHPHR,ANUHPHR.NS
INE090501011,SCODATUBES,SCODATUBES.NS
INE760A01029,KOKUYOCMLN,KOKUYOCMLN.NS
INE606N01019,EXCELSOFT,EXCELSOFT.NS
INE060901027,LIKHITHA,LIKHITHA.NS
INE392A01021,VISAKAIND,VISAKAIND.NS
INE888C01040,SADHNANIQ,SADHNANIQ.NS
INE334A01023,STERTOOLS,STERTOOLS.NS
INE732C01016,NCLIND,NCLIND.NS
INE0PEQ01016,RBZJEWEL,RBZJEWEL.NS
INE213D01015,BEEKAY,539018.BO
INE312B01027,SJCORP,504398.BO
INE235C01036,SUMEETINDS,SUMEETINDS.NS
INE583C01021,DECCANCE,DECCANCE.NS
INE00U801010,PARIN,PARIN.NS
INE583B01015,SANDESH,SANDESH.NS
INE397H01017,LOKESHMACH,LOKESHMACH.NS
INE0BX301013,PROSTARM,PROSTARM.NS
INE896J01014,TANDHANIN,512062.BO
INE0PKD01011,MEIL,MEIL.NS
INE506D01020,HALDYNGL,515147.BO
INE443P01038,PERVASIVE,PERVASIVE.BO
INE144J01027,20MICRONS,20MICRONS.NS
INE236G01019,TVSELECT,TVSELECT.NS
INE687A01016,TRANSPEK,506687.BO
INE1ABX01018,UNIFIED,UNIFIED.BO
INE880Y01017,SOLEX,SOLEX.NS
INE863T01013,JITFINFRA,JITFINFRA.NS
INE345H01024,CIFL,CIFL.NS
INE0OMO01025,CELLECOR,CELLECOR.NS
INE347W01011,MAGADSUGAR,MAGADSUGAR.NS
INE668G01021,ELDEHSG,ELDEHSG.NS
INE01A001028,STANLEY,STANLEY.NS
INE720A01015,KOTHARIPET,KOTHARIPET.NS
INE0OMI01019,BRIGHT,543831.BO
INE916G01016,GEECEE,GEECEE.NS
INE306L01010,QUICKHEAL,QUICKHEAL.NS
INE418E01018,PERMAGN,504132.BO
INE195N01013,PROZONER,PROZONER.NS
INE032E01017,ARYAMAN,530245.BO
INE289B01019,GICHSGFIN,GICHSGFIN.NS
INE1B0W01010,ADVANCE,ADVANCE.NS
INE684B01029,ISTLTD,508807.BO
INE084K01015,AMANTA,AMANTA.NS
INE704G01024,BAJAJST,507944.BO
INE1E4401010,EXATO,EXATO.BO
INE900C01027,ASAL,ASAL.NS
INE955I01044,SEJALLTD,SEJALLTD.NS
