ISIN,Symbol,Name,Sector,IndustryGroup,MarketCap,CurrentPrice,NSECode,BSECode
INE647U01026,CLEANMAX,Clean Max Enviro Energy Solutions Ltd.,Green & Renewable Energy,Utilities,15835.76,1347.9,CLEANMAX,544717.0
INE885A01032,ARE&M,Amara Raja Energy & Mobility Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,15817.06,864.2,ARE&M,500008.0
INE686Y01026,FINEORG,Fine Organic Industries Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,15796.03,5152.0,FINEORG,541557.0
INE04I401011,KPITTECH,KPIT Technologies Ltd.,IT Consulting & Software,Software & Services,15775.6,575.45,KPITTECH,542651.0
INE05XR01022,BHARATCOAL,Bharat Coking Coal Ltd.,Coal & Mining,Metals & Mining,15745.32,33.81,BHARATCOAL,544678.0
INE531A01024,KANSAINER,Kansai Nerolac Paints Ltd.,Paints,Consumer Durables,15706.48,194.2,KANSAINER,500165.0
INE510A01028,ENGINERSIN,Engineers India Ltd.,Consulting Services,Commercial Services & Supplies,15706.27,279.45,ENGINERSIN,532178.0
INE228A01035,USHAMART,Usha Martin Ltd.,Iron & Steel Products,Metals & Mining,15668.31,514.15,USHAMART,517146.0
INE288A01013,MAHSCOOTER,Maharashtra Scooters Ltd.,Investment Companies,Others,15545.18,13602.0,MAHSCOOTER,500266.0
INE818H01020,LTFOODS,LT Foods Ltd.,Other Agricultural Products,"Food, Beverages & Tobacco",15445.81,444.8,LTFOODS,532783.0
INE128S01021,FIVESTAR,Five-Star Business Finance Ltd.,Finance (including NBFCs),Banking and Finance,15439.84,523.05,FIVESTAR,543663.0
INE043W01024,VIJAYA,Vijaya Diagnostic Centre Ltd.,Healthcare Services,Healthcare,15379.62,1493.2,VIJAYA,543350.0
INE0J5401028,HONASA,Honasa Consumer Ltd.,Personal Products,FMCG,15357.37,471.05,HONASA,544014.0
INE055A01016,ABREL,Aditya Birla Real Estate Ltd.,Paper & Paper Products,Commercial Services & Supplies,15342.52,1373.6,ABREL,500040.0
INE177A01018,INGERRAND,Ingersoll-Rand (India) Ltd.,Compressors & Pumps,General Industrials,15293.75,4844.7,INGERRAND,500210.0
INE12UN01015,SHADOWFAX,Shadowfax Technologies Ltd.,Warehousing & Logistics,Transportation,15228.59,259.55,SHADOWFAX,544685.0
INE05C901015,JNPR,Juniper Green Energy Ltd.,Green & Renewable Energy,Utilities,15084.15,265.1,JNPR,544853.0
INE151G01028,SHAILY,Shaily Engineering Plastics Ltd.,Plastic Products,General Industrials,15064.67,3278.3,SHAILY,501423.0
INE034A01011,ARVIND,Arvind Ltd.,Textiles,Textiles Apparels & Accessories,15042.48,552.95,ARVIND,500101.0
INE0QPI01025,SUDEEPPHRM,Sudeep Pharma Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,15014.26,1329.3,SUDEEPPHRM,544619.0
INE299U01018,CROMPTON,Crompton Greaves Consumer Electricals Ltd.,Household Appliances,Consumer Durables,14964.58,232.4,CROMPTON,539876.0
INE01TY01017,CANHLIFE,Canara HSBC Life Insurance Company Ltd.,Life Insurance,Banking and Finance,14936.85,157.23,CANHLIFE,544583.0
INE704J01044,VOGL,Vedanta Oil and Gas Ltd.,Exploration & Production,Oil & Gas,14867.3,38.02,VOGL,544782.0
INE2J8701016,SKFINDUS,SKF India (Industrial) Ltd.,Abrasives & Bearings,General Industrials,14843.76,3002.5,SKFINDUS,544572.0
INE987B01026,NATCOPHARM,Natco Pharma Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,14841.94,828.65,NATCOPHARM,524816.0
INE338H01029,CONCORDBIO,Concord Biotech Ltd.,Biotechnology,Pharmaceuticals & Biotechnology,14825.16,1417.1,CONCORDBIO,543960.0
INE995S01015,NIVABUPA,Niva Bupa Health Insurance Company Ltd.,General Insurance,Banking and Finance,14817.5,80.11,NIVABUPA,544286.0
INE750C01026,MARKSANS,Marksans Pharma Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,14807.12,326.75,MARKSANS,524404.0
INE927D01051,JBMA,JBM Auto Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,14795.08,625.6,JBMA,532605.0
INE732A01036,KIRLOSBROS,Kirloskar Brothers Ltd.,Compressors & Pumps,General Industrials,14785.94,1862.0,KIRLOSBROS,500241.0
INE421D01022,CCL,CCL Products India Ltd.,Tea & Coffee,"Food, Beverages & Tobacco",14770.86,1106.2,CCL,519600.0
INE668A01016,TMB,Tamilnad Mercantile Bank Ltd.,Banks,Banking and Finance,14765.49,932.45,TMB,543596.0
INE700A01033,JUBLPHARMA,Jubilant Pharmova Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,14725.54,924.5,JUBLPHARMA,530019.0
INE961O01016,RAINBOW,Rainbow Childrens Medicare Ltd.,Healthcare Facilities,Healthcare,14698.72,1447.2,RAINBOW,543524.0
INE0LCL01028,AVALON,Avalon Technologies Ltd.,Heavy Electrical Equipment,General Industrials,14691.37,2196.6,AVALON,543896.0
INE951I01027,VGUARD,V-Guard Industries Ltd.,Household Appliances,Consumer Durables,14654.13,335.4,VGUARD,532953.0
INE00E101023,BIKAJI,Bikaji Foods International Ltd.,Packaged Foods,FMCG,14648.02,584.2,BIKAJI,543653.0
INE536H01010,CIEINDIA,CIE Automotive India Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,14618.73,385.35,CIEINDIA,532756.0
INE119A01028,BALRAMCHIN,Balrampur Chini Mills Ltd.,Sugar,"Food, Beverages & Tobacco",14612.92,690.6,BALRAMCHIN,500038.0
INE290S01011,CARTRADE,CarTrade Tech Ltd.,Internet & Catalogue Retail,Retailing,14554.57,3000.2,CARTRADE,543333.0
INE133A01011,JSWDULUX,JSW Dulux Ltd.,Paints,Consumer Durables,14538.58,3174.5,JSWDULUX,500710.0
INE663A01033,SPLPETRO,Supreme Petrochem Ltd.,Petrochemicals,Chemicals & Petrochemicals,14498.92,771.05,SPLPETRO,500405.0
INE065X01017,INDGN,Indegene Ltd.,Healthcare Services,Healthcare,14490.97,601.5,INDGN,544172.0
INE933B01012,SIGMAADV,Sigma Advanced Systems Ltd.,Aerospace & Defence,General Industrials,14480.19,762.4,SIGMAADV,532408.0
INE0Z4F01028,ATLANTAELE,Atlanta Electricals Ltd.,Heavy Electrical Equipment,General Industrials,14469.63,1881.7,ATLANTAELE,544527.0
INE825V01034,MANYAVAR,Vedant Fashions Ltd.,Specialty Retail,Retailing,14437.76,594.2,MANYAVAR,543463.0
INE371A01025,GRAPHITE,Graphite India Ltd.,Electrodes & Refractories,General Industrials,14332.75,733.6,GRAPHITE,509488.0
INE212S01015,FRACTAL,Fractal Analytics Ltd.,Internet Software & Services,Software & Services,14282.13,825.45,FRACTAL,544700.0
INE418L01047,NAZARA,Nazara Technologies Ltd.,Internet Software & Services,Software & Services,14181.82,368.65,NAZARA,543280.0
INE999A01023,KSB,KSB Ltd.,Compressors & Pumps,General Industrials,14158.96,813.55,KSB,500249.0
INE930P01018,ANURAS,Anupam Rasayan India Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,14102.57,1238.7,ANURAS,543275.0
INE545A01024,HEG,HEG Ltd.,Electrodes & Refractories,General Industrials,14053.59,728.25,HEG,509631.0
INE0Q9301021,IGIL,International Gemological Institute Ltd.,Misc. Commercial Services,Commercial Services & Supplies,13980.37,323.5,IGIL,544311.0
INE126A01031,EIDPARRY,EID Parry (India) Ltd.,Other Food & Beverages,"Food, Beverages & Tobacco",13904.57,781.35,EIDPARRY,500125.0
INE713T01028,APOLLO,Apollo Micro Systems Ltd.,Aerospace & Defence,General Industrials,13895.61,388.9,APOLLO,540879.0
INE00F201020,PRUDENT,Prudent Corporate Advisory Services Ltd.,Other Financial Services,Banking and Finance,13861.31,3347.6,PRUDENT,543527.0
INE297H01019,GALLANTT,Gallantt Ispat Ltd.,Iron & Steel/Interm.Products,Metals & Mining,13849.52,574.0,GALLANTT,532726.0
INE1CLE01013,VISL,Vedanta Iron and Steel Ltd.,Iron & Steel Products,Metals & Mining,13838.86,35.39,VISL,544784.0
INE109A01011,SCI,Shipping Corporation of India Ltd.,Shipping,Transportation,13757.37,295.35,SCI,523598.0
INE781S01027,VENTIVE,Ventive Hospitality Ltd.,Hotels,Hotels Restaurants & Tourism,13736.92,588.2,VENTIVE,544321.0
INE410B01037,VINATIORGA,Vinati Organics Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,13587.45,1310.7,VINATIORGA,524200.0
INE671H01015,SOBHA,Sobha Ltd.,Realty,Realty,13515.51,1263.8,SOBHA,532784.0
INE0NNS01018,NSLNISP,NMDC Steel Ltd.,Iron & Steel/Interm.Products,Metals & Mining,13486.65,46.02,NSLNISP,543768.0
INE482A01020,CEATLTD,Ceat Ltd.,Auto Tyres & Rubber Products,Automobiles & Auto Components,13482.83,3333.2,CEATLTD,500878.0
INE321T01012,DOMS,DOMS Industries Ltd.,Commodity Printing/Stationery,Commercial Services & Supplies,13404.22,2208.7,DOMS,544045.0
INE731H01025,ACE,Action Construction Equipment Ltd.,Commercial Vehicles,Automobiles & Auto Components,13401.62,1125.4,ACE,532762.0
INE869T01028,MOLBIO,Molbio Diagnostics Ltd.,Healthcare Services,Healthcare,13373.6,1160.5,MOLBIO,544866.0
INE694L01019,VEDPOWER,Vedanta Power Ltd.,Power - Electric Utilities,Utilities,13373.53,34.2,VEDPOWER,544781.0
INE872H01027,LUMAXTECH,Lumax Auto Technologies Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,13303.7,1951.9,LUMAXTECH,532796.0
INE542F01020,SWANDEF,Swan Defence and Heavy Industries Ltd.,Shipping,Transportation,13276.97,2520.2,SWANDEF,533107.0
INE133E01013,TI,Tilaknagar Industries Ltd.,Breweries & Distilleries,"Food, Beverages & Tobacco",13242.33,535.1,TI,507205.0
INE12UR01024,UTLSOLAR,Fujiyama Power Systems Ltd.,Other Electrical Equipment/Products,Consumer Durables,13189.1,429.75,UTLSOLAR,544613.0
INE959A01019,PRIVISCL,Privi Speciality Chemicals Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,13153.58,3367.3,PRIVISCL,530117.0
INE852O01025,APTUS,Aptus Value Housing Finance India Ltd.,Housing Finance,Banking and Finance,12963.99,258.85,APTUS,543335.0
INE532F01054,EDELWEISS,Edelweiss Financial Services Ltd.,Other Financial Services,Banking and Finance,12880.4,136.08,EDELWEISS,532922.0
INE304W01038,BLUESTONE,Bluestone Jewellery and Lifestyle Ltd.,Gems & Jewellery,Textiles Apparels & Accessories,12875.42,842.75,BLUESTONE,544484.0
INE614B01018,KTKBANK,Karnataka Bank Ltd.,Banks,Banking and Finance,12867.38,340.1,KTKBANK,532652.0
INE066P01011,INOXWIND,Inox Wind Ltd.,Heavy Electrical Equipment,General Industrials,12858.09,74.4,INOXWIND,539083.0
INE02ZQ01018,CORONA,Corona Remedies Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,12844.23,2100.1,CORONA,544644.0
INE824G01012,JSWHL,JSW Holdings Ltd.,Holding Companies,Diversified,12733.46,11472.0,JSWHL,532642.0
INE399G01023,RKFORGE,Ramkrishna Forgings Ltd.,Castings & Forgings,General Industrials,12673.37,700.85,RKFORGE,532527.0
INE481N01025,HOMEFIRST,Home First Finance Company India Ltd.,Housing Finance,Banking and Finance,12652.75,1210.1,HOMEFIRST,543259.0
INE676A01027,BBOX,Black Box Ltd.,IT Consulting & Software,Software & Services,12649.5,712.25,BBOX,500463.0
INE780C01023,JMFINANCIL,JM Financial Ltd.,Holding Companies,Diversified,12637.61,132.06,JMFINANCIL,523405.0
INE665L01035,VARROC,Varroc Engineering Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,12625.5,826.35,VARROC,541578.0
INE00VM01036,MANORAMA,Manorama Industries Ltd.,Other Food & Beverages,"Food, Beverages & Tobacco",12582.82,1993.4,MANORAMA,541974.0
INE118D01016,NUVOCO,Nuvoco Vistas Corporation Ltd.,Cement & Cement Products,Cement and Construction,12577.26,352.15,NUVOCO,543334.0
INE551W01018,UJJIVANSFB,Ujjivan Small Finance Bank Ltd.,Microfinance Institutions,Banking and Finance,12554.45,64.43,UJJIVANSFB,542904.0
INE956G01038,WABAG,Va Tech Wabag Ltd.,Utilities:Non-Electrical,Utilities,12528.75,2005.3,WABAG,533269.0
INE602A01031,PCBL,PCBL Chemical Ltd.,Refineries/Petro-Products,Oil & Gas,12472.76,317.0,PCBL,506590.0
INE00XB01019,SEDEMAC,SEDEMAC Mechatronics Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,12431.35,2814.4,SEDEMAC,544723.0
INE850D01014,GODREJAGRO,Godrej Agrovet Ltd.,Other Agricultural Products,"Food, Beverages & Tobacco",12407.65,644.85,GODREJAGRO,540743.0
INE683A01023,SOUTHBANK,South Indian Bank Ltd.,Banks,Banking and Finance,12386.67,47.29,SOUTHBANK,532218.0
INE255Z01027,E2E,E2E Networks Ltd.,Internet Software & Services,Software & Services,12365.76,601.55,E2E,544783.0
INE119201023,PARKHOSPS,Park Medi World Ltd.,Healthcare Facilities,Healthcare,12364.02,286.25,PARKHOSPS,544645.0
INE064C01022,TRIDENT,Trident Ltd.,Textiles,Textiles Apparels & Accessories,12311.83,24.16,TRIDENT,521064.0
INE024L01027,GRAVITA,Gravita India Ltd.,Other Non-Ferrous Metals,Metals & Mining,12264.02,1661.6,GRAVITA,533282.0
INE136B01020,CYIENT,Cyient Ltd.,IT Consulting & Software,Software & Services,12242.55,1101.8,CYIENT,532175.0
INE112L01020,METROPOLIS,Metropolis Healthcare Ltd.,Healthcare Services,Healthcare,12208.91,588.7,METROPOLIS,542650.0
INE491J01022,ASKAUTOLTD,ASK Automotive Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,12200.17,618.85,ASKAUTOLTD,544022.0
INE121R01077,AMAGI,Amagi Media Labs Ltd.,Internet Software & Services,Software & Services,12186.37,563.3,AMAGI,544679.0
INE093R01011,LLOYDSENGG,Lloyds Engineering Works Ltd.,Industrial Machinery,General Industrials,12123.39,84.21,LLOYDSENGG,539992.0
INE01IU01018,SKYGOLD,Sky Gold and Diamonds Ltd.,Gems & Jewellery,Textiles Apparels & Accessories,12102.62,781.45,SKYGOLD,541967.0
INE09XN01023,AKUMS,Akums Drugs & Pharmaceuticals Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,12052.45,765.75,AKUMS,544222.0
INE191H01014,PVRINOX,PVR INOX Ltd.,Movies & Entertainment,Media,12051.1,1227.2,PVRINOX,532689.0
INE233B01017,BLUEDART,Blue Dart Express Ltd.,Warehousing & Logistics,Transportation,11844.26,4991.7,BLUEDART,526612.0
INE615H01020,TITAGARH,Titagarh Rail Systems Ltd.,Commercial Vehicles,Automobiles & Auto Components,11741.54,871.85,TITAGARH,532966.0
INE807F01027,VIYASH,Viyash Scientific Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,11694.94,265.85,VIYASH,512529.0
INE011K01018,TEGA,Tega Industries Ltd.,Coal & Mining,Metals & Mining,11629.77,1548.0,TEGA,543413.0
INE0SII01026,QPOWER,Quality Power Electrical Equipments Ltd.,Heavy Electrical Equipment,General Industrials,11580.22,1495.3,QPOWER,544367.0
INE785M01021,PCJEWELLER,PC Jeweller Ltd.,Gems & Jewellery,Textiles Apparels & Accessories,11566.03,11.86,PCJEWELLER,534809.0
INE540H01012,VOLTAMP,Voltamp Transformers Ltd.,Heavy Electrical Equipment,General Industrials,11551.7,11418.0,VOLTAMP,532757.0
INE713N01013,RRP,RRP Semiconductor Ltd.,Other Financial Services,Banking and Finance,11409.08,8374.25,,504346.0
INE045601023,PARAS,Paras Defence and Space Technologies Ltd.,Aerospace & Defence,General Industrials,11402.3,1414.9,PARAS,543367.0
INE285K01026,TECHNOE,Techno Electric & Engineering Company Ltd.,Power - Electric Utilities,Utilities,11391.55,979.5,TECHNOE,542141.0
INE094J01016,UTIAMC,UTI Asset Management Company Ltd.,Asset Management Cos.,Banking and Finance,11318.5,880.55,UTIAMC,543238.0
INE625G01013,WELENT,Welspun Enterprises Ltd.,Construction & Engineering,Cement and Construction,11261.35,813.6,WELENT,532553.0
INE383A01012,INDIACEM,India Cements Ltd.,Cement & Cement Products,Cement and Construction,11233.77,362.5,INDIACEM,530005.0
INE962Y01021,IRCON,Ircon International Ltd.,Construction & Engineering,Cement and Construction,11215.65,119.25,IRCON,541956.0
INE080I01025,LLOYDSENT,Lloyds Enterprises Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,11211.53,74.23,LLOYDSENT,512463.0
INE903U01023,SIGNATURE,Signatureglobal (India) Ltd.,Realty,Realty,11206.34,796.55,SIGNATURE,543990.0
INE351F01018,JPPOWER,Jaiprakash Power Ventures Ltd.,Green & Renewable Energy,Utilities,11164.28,16.29,JPPOWER,532627.0
INE423Y01016,SBFC,SBFC Finance Ltd.,Finance (including NBFCs),Banking and Finance,11090.93,100.08,SBFC,543959.0
INE1B6101010,SHREEJISPG,Shreeji Shipping Global Ltd.,Shipping,Transportation,11080.89,680.15,SHREEJISPG,544490.0
INE010J01012,TEJASNET,Tejas Networks Ltd.,Telecom Equipment,Telecommunications Equipment,10935.88,614.15,TEJASNET,540595.0
INE871C01038,AVANTIFEED,Avanti Feeds Ltd.,Other Food & Beverages,"Food, Beverages & Tobacco",10880.57,798.6,AVANTIFEED,512573.0
INE389H01022,KEC,KEC International Ltd.,Heavy Electrical Equipment,General Industrials,10875.6,408.55,KEC,532714.0
INE0BY001018,JUBLINGREA,Jubilant Ingrevia Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,10835.89,680.3,JUBLINGREA,543271.0
INE002S01010,MGL,Mahanagar Gas Ltd.,Utilities:Non-Electrical,Utilities,10831.97,1096.6,MGL,539957.0
INE101I01011,AFCONS,Afcons Infrastructure Ltd.,Construction & Engineering,Cement and Construction,10768.73,292.8,AFCONS,544280.0
INE489L01022,IIFLCAPS,IIFL Capital Services Ltd.,Capital Markets,Banking and Finance,10753.9,341.2,IIFLCAPS,542773.0
INE477A01020,CANFINHOME,Can Fin Homes Ltd.,Housing Finance,Banking and Finance,10750.9,807.4,CANFINHOME,511196.0
INE495B01038,SUVEN,Suven Life Sciences Ltd.,Healthcare Services,Healthcare,10680.87,378.0,SUVEN,530239.0
INE0UIZ01018,BLACKBUCK,BlackBuck Ltd.,Transport Related Services,Transportation,10676.82,586.1,BLACKBUCK,544288.0
INE022Q01020,IEX,Indian Energy Exchange Ltd.,Capital Markets,Banking and Finance,10603.12,118.91,IEX,540750.0
INE573A01042,JKTYRE,JK Tyre & Industries Ltd.,Auto Tyres & Rubber Products,Automobiles & Auto Components,10590.31,367.35,JKTYRE,530007.0
INE940H01022,PGIL,Pearl Global Industries Ltd.,Other Apparels & Accessories,Textiles Apparels & Accessories,10523.58,2278.3,PGIL,532808.0
INE14LE01019,ABLBL,Aditya Birla Lifestyle Brands Ltd.,Specialty Retail,Retailing,10505.03,86.07,ABLBL,544403.0
INE520A01027,ZENSARTECH,Zensar Technologies Ltd.,IT Consulting & Software,Software & Services,10503.99,461.55,ZENSARTECH,504067.0
INE075I01017,HCG,Healthcare Global Enterprises Ltd.,Healthcare Facilities,Healthcare,10454.14,700.2,HCG,539787.0
INE050A01025,BBTC,The Bombay Burmah Trading Corporation Ltd.,Packaged Foods,FMCG,10443.46,1496.8,BBTC,501425.0
INE209L01016,JWL,Jupiter Wagons Ltd.,Commercial Vehicles,Automobiles & Auto Components,10395.36,243.24,JWL,533272.0
INE385F01024,SGMART,SG Mart Ltd.,Power - Electric Utilities,Utilities,10394.75,824.75,SGMART,512329.0
INE933S01016,INDIAMART,IndiaMART InterMESH Ltd.,Internet & Catalogue Retail,Retailing,10383.1,1726.4,INDIAMART,542726.0
INE320J01015,RITES,Rites Ltd.,Construction & Engineering,Cement and Construction,10371.43,215.8,RITES,541556.0
INE716A01013,WHIRLPOOL,Whirlpool of India Ltd.,Consumer Electronics,Consumer Durables,10352.1,815.95,WHIRLPOOL,500238.0
INE216P01012,AAVAS,Aavas Financiers Ltd.,Housing Finance,Banking and Finance,10341.56,1304.2,AAVAS,541988.0
INE150B01039,ALKYLAMINE,Alkyl Amines Chemicals Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,10336.14,2020.9,ALKYLAMINE,506767.0
INE717A01029,KENNAMET,Kennametal India Ltd.,Other Industrial Products,General Industrials,10293.49,4683.5,,505890.0
INE955D01029,GENUSPOWER,Genus Power Infrastructures Ltd.,Other Electrical Equipment/Products,Consumer Durables,10277.32,337.8,GENUSPOWER,530343.0
INE260D01016,OLECTRA,Olectra Greentech Ltd.,Commercial Vehicles,Automobiles & Auto Components,10087.72,1229.0,OLECTRA,532439.0
INE0CLI01024,RATEGAIN,RateGain Travel Technologies Ltd.,IT Software Products,Software & Services,10082.98,851.15,RATEGAIN,543417.0
INE2KCE01013,KWIL,Kwality Wall's (India) Ltd.,Packaged Foods,FMCG,9896.48,42.12,KWIL,544622.0
INE0FOO01011,SHIPROCKET,Shiprocket Ltd.,IT Software Products,Software & Services,9889.23,135.92,SHIPROCKET,544871.0
INE0KBH01020,BLUEJET,Blue Jet Healthcare Ltd,Pharmaceuticals,Pharmaceuticals & Biotechnology,9884.06,569.8,BLUEJET,544009.0
INE811A01038,KIRLPNU,Kirloskar Pneumatic Company Ltd.,Compressors & Pumps,General Industrials,9880.25,760.45,KIRLPNU,505283.0
INE183A01024,FINPIPE,Finolex Industries Ltd.,Plastic Products,General Industrials,9842.63,158.63,FINPIPE,500940.0
INE153T01027,BLS,BLS International Services Ltd.,Travel Support Services,Diversified Consumer Services,9831.96,238.79,BLS,540073.0
INE0Q3J01015,KRN,KRN Heat Exchanger and Refrigeration Ltd.,Electronic Components,Commercial Services & Supplies,9812.66,1578.7,KRN,544263.0
INE939A01011,STAR,Strides Pharma Science Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,9766.62,1059.6,STAR,532531.0
INE659A01023,SUDARSCHEM,Sudarshan Chemical Industries Ltd.,Dyes & Pigments,Chemicals & Petrochemicals,9735.49,1222.8,SUDARSCHEM,506655.0
INE205B01031,ELECON,Elecon Engineering Company Ltd.,Industrial Machinery,General Industrials,9733.35,433.75,ELECON,505700.0
INE280B01018,ELANTAS,Elantas Beck India Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,9719.76,12260.5,,500123.0
INE0UOS01011,SANOFICONR,Sanofi Consumer Healthcare India Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,9676.77,4201.7,SANOFICONR,544250.0
INE001B01026,KRBL,KRBL Ltd.,Other Agricultural Products,"Food, Beverages & Tobacco",9658.01,421.95,KRBL,530813.0
INE306R01017,INTELLECT,Intellect Design Arena Ltd.,IT Software Products,Software & Services,9637.59,686.65,INTELLECT,538835.0
INE123F01029,MMTC,MMTC Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,9627.0,64.18,MMTC,513377.0
INE149K01016,SANDUMA,Sandur Manganese & Iron Ores Ltd.,Coal & Mining,Metals & Mining,9616.61,197.83,SANDUMA,504918.0
INE0YD401026,JAINREC,Jain Resource Recycling Ltd.,Other Non-Ferrous Metals,Metals & Mining,9591.66,277.95,JAINREC,544537.0
INE0JO301016,YATHARTH,Yatharth Hospital & Trauma Care Services Ltd.,Healthcare Facilities,Healthcare,9549.68,991.1,YATHARTH,543950.0
INE979A01025,SAREGAMA,Saregama India Ltd.,Movies & Entertainment,Media,9500.69,492.75,SAREGAMA,532163.0
INE0V9Q01010,LOTUSDEV,Sri Lotus Developers and Realty Ltd.,Realty,Realty,9444.59,193.25,LOTUSDEV,544469.0
INE02RE01045,FIRSTCRY,Brainbees Solutions Ltd.,Internet & Catalogue Retail,Retailing,9405.94,180.16,FIRSTCRY,544226.0
INE868B01028,NCC,NCC Ltd.,Construction & Engineering,Cement and Construction,9398.86,149.7,NCC,500294.0
INE199A01012,PGHL,Procter & Gamble Health Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,9395.26,5660.0,PGHL,500126.0
INE682M01020,JLHL,Jupiter Life Line Hospitals Ltd.,Healthcare Facilities,Healthcare,9390.69,286.45,JLHL,543980.0
INE284A01012,ESABINDIA,Esab India Ltd.,Other Industrial Goods,General Industrials,9339.7,6067.5,ESABINDIA,500133.0
INE726V01018,PRICOLLTD,Pricol Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,9323.33,764.95,PRICOLLTD,540293.0
INE508G01029,TIMETECHNO,Time Technoplast Ltd.,Plastic Products,General Industrials,9304.53,188.49,TIMETECHNO,532856.0
INE085001019,WEWORK,WeWork India Management Ltd.,Special Consumer Services,Diversified Consumer Services,9243.28,666.95,WEWORK,544570.0
INE271B01025,MAHSEAMLES,Maharashtra Seamless Ltd.,Iron & Steel/Interm.Products,Metals & Mining,9220.49,688.1,MAHSEAMLES,500265.0
INE594H01019,THYROCARE,Thyrocare Technologies Ltd.,Healthcare Services,Healthcare,9170.31,576.15,THYROCARE,539871.0
INE0DRI01029,ESDS,ESDS Software Solution Ltd.,Data Processing Services,Software & Services,9161.74,908.4,ESDS,544898.0
INE614G01033,RPOWER,Reliance Power Ltd.,Power - Electric Utilities,Utilities,9131.78,22.08,RPOWER,532939.0
INE294B01019,SMLMAH,SML Mahindra Ltd.,Commercial Vehicles,Automobiles & Auto Components,9114.94,6298.5,SMLMAH,505192.0
INE763I01026,TARIL,Transformers & Rectifiers (India) Ltd.,Heavy Electrical Equipment,General Industrials,9033.49,300.95,TARIL,532928.0
INE202Z01029,TSFINV,TSF Investments Ltd.,Investment Companies,Others,8988.54,404.7,TSFINV,
INE299N01021,WAAREERTL,Waaree Renewable Technologies Ltd.,Power - Electric Utilities,Utilities,8965.65,858.95,WAAREERTL,534618.0
INE953R01016,PNGJL,P N Gadgil Jewellers Ltd.,Gems & Jewellery,Textiles Apparels & Accessories,8965.37,609.05,PNGJL,544256.0
INE213C01025,BANCOINDIA,Banco Products (India) Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,8918.38,623.5,BANCOINDIA,500039.0
INE483B01026,ICIL,Indo Count Industries Ltd.,Textiles,Textiles Apparels & Accessories,8908.48,449.8,ICIL,521016.0
INE227W01023,CLEAN,Clean Science & Technology Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,8886.95,836.15,CLEAN,543318.0
INE03EI01018,MAXESTATES,Max Estates Ltd.,Realty,Realty,8866.85,542.1,MAXESTATES,544008.0
INE621H01010,RELIGARE,Religare Enterprises Ltd.,Other Financial Services,Banking and Finance,8862.41,257.08,RELIGARE,532915.0
INE665A01038,SWANCORP,Swan Corp Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,8823.81,281.5,SWANCORP,503310.0
INE256A01028,ZEEL,Zee Entertainment Enterprises Ltd.,Broadcasting & Cable TV,Media,8799.32,91.61,ZEEL,505537.0
INE113A01013,GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,Fertilizers,Fertilizers,8767.95,596.7,GNFC,500670.0
INE0DD101019,RAILTEL,RailTel Corporation of India Ltd.,Telecom Services,Telecom Services,8699.04,271.05,RAILTEL,543265.0
INE176A01028,BATAINDIA,Bata India Ltd.,Footwear,Retailing,8646.69,672.75,BATAINDIA,500043.0
INE854B01010,JAYNECOIND,Jayaswal Neco Industries Ltd.,Iron & Steel/Interm.Products,Metals & Mining,8645.77,89.04,JAYNECOIND,522285.0
INE372C01037,PRECWIRE,Precision Wires India Ltd.,Other Industrial Products,General Industrials,8643.16,472.8,PRECWIRE,523539.0
INE131B01039,RELAXO,Relaxo Footwears Ltd.,Footwear,Retailing,8582.16,344.75,RELAXO,530517.0
INE386A01023,VESUVIUS,Vesuvius India Ltd.,Electrodes & Refractories,General Industrials,8507.1,419.15,VESUVIUS,520113.0
