ISIN,Symbol,Name,Sector,IndustryGroup,MarketCap,PE,PB
INE736A01011,CDSL,Central Depository Services (India) Ltd.,Other Financial Services,Banking and Finance,27755.2,,
INE891D01026,REDINGTON,Redington Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,27741.26,,
INE115A01026,LICHSGFIN,LIC Housing Finance Ltd.,Housing Finance,Banking and Finance,27736.93,,
INE0DYJ01015,SYRMA,Syrma SGS Technology Ltd.,Other Electrical Equipment/Products,Consumer Durables,27420.37,,
INE00LO01017,CRAFTSMAN,Craftsman Automation Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,27417.66,,
INE0FS801015,MSUMI,Motherson Sumi Wiring India Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,27295.92,,
INE248A01017,ITI,ITI Ltd.,Telecom Equipment,Telecommunications Equipment,27135.45,,
INE00FF01025,ACUTAAS,Acutaas Chemicals Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,27000.27,,
INE002L01015,SJVN,SJVN Ltd.,Green & Renewable Energy,Utilities,26706.89,,
INE732I01021,ANGELONE,Angel One Ltd.,Capital Markets,Banking and Finance,26679.67,,
INE258G01013,SUMICHEM,Sumitomo Chemical India Ltd.,Agrochemicals,Chemicals & Petrochemicals,26601.97,,
INE524A01029,GABRIEL,Gabriel India Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,26580.96,,
INE371P01015,AMBER,Amber Enterprises India Ltd.,Consumer Electronics,Consumer Durables,26221.61,,
INE622W01025,ACMESOLAR,ACME Solar Holdings Ltd.,Green & Renewable Energy,Utilities,26055.39,,
INE530B01024,IIFL,IIFL Finance Ltd.,Other Financial Services,Banking and Finance,26022.68,,
INE918Z01012,KAYNES,Kaynes Technology India Ltd.,Other Electrical Equipment/Products,Consumer Durables,25850.59,,
INE095N01031,NBCC,NBCC (India) Ltd.,Construction & Engineering,Cement and Construction,25739.1,,
INE506V01022,RUBICON,Rubicon Research Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,25710.41,,
INE699H01024,AWL,AWL Agri Business Ltd.,Edible Oils,FMCG,25668.65,,
INE012A01025,ACC,ACC Ltd.,Cement & Cement Products,Cement and Construction,25591.65,,
INE325A01013,TIMKEN,Timken India Ltd.,Abrasives & Bearings,General Industrials,25205.79,,
INE03JT01014,GODIGIT,Go Digit General Insurance Ltd.,General Insurance,Banking and Finance,25108.11,,
INE322A01010,GILLETTE,Gillette India Ltd.,Personal Products,FMCG,25036.84,,
INE0IX101010,DATAPATTNS,Data Patterns (India) Ltd.,Aerospace & Defence,General Industrials,24524.91,,
INE288B01029,DEEPAKNTR,Deepak Nitrite Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,24503.0,,
INE741K01010,CREDITACC,CreditAccess Grameen Ltd.,Microfinance Institutions,Banking and Finance,24424.83,,
INE451A01017,FORCEMOT,Force Motors Ltd.,Cars & Utility Vehicles,Automobiles & Auto Components,24376.16,,
INE953O01021,SANSERA,Sansera Engineering Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,24111.5,,
INE894V01022,BELRISE,Belrise Industries Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,24005.68,,
INE821I01022,IRB,IRB Infrastructure Developers Ltd.,Roads & Highways,Cement and Construction,23769.5,,
INE536A01023,GRINDWELL,Grindwell Norton Ltd.,Abrasives & Bearings,General Industrials,23625.43,,
INE670A01012,TATAELXSI,Tata Elxsi Ltd.,IT Consulting & Software,Software & Services,23555.48,,
INE00WC01027,AFFLE,Affle 3I Ltd.,Internet Software & Services,Software & Services,23183.11,,
INE439A01020,ASAHIINDIA,Asahi India Glass Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,22910.31,,
INE19RI01016,TENNIND,Tenneco Clean Air India Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,22714.85,,
INE220B01022,KPIL,Kalpataru Projects International Ltd.,Construction & Engineering,Cement and Construction,22494.15,,
INE367G01038,PFOCUS,Prime Focus Ltd.,Movies & Entertainment,Media,22397.54,,
INE182A01018,PFIZER,Pfizer Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,22327.62,,
INE0CAZ01013,URBANCO,Urban Company Ltd.,Special Consumer Services,Diversified Consumer Services,22167.3,,
INE242C01024,ANANTRAJ,Anant Raj Ltd.,Realty,Realty,22164.82,,
INE180C01042,CGCL,Capri Global Capital Ltd.,Finance (including NBFCs),Banking and Finance,22153.6,,
INE883F01010,AADHARHFC,Aadhar Housing Finance Ltd.,Housing Finance,Banking and Finance,22146.75,,
INE1C6T01020,EMMVEE,Emmvee Photovoltaic Power Ltd.,Other Electrical Equipment/Products,Consumer Durables,22078.88,,
INE331A01037,RAMCOCEM,The Ramco Cements Ltd.,Cement & Cement Products,Cement and Construction,22064.98,,
INE864I01014,MTARTECH,MTAR Technologies Ltd.,Aerospace & Defence,General Industrials,21794.71,,
INE989C01038,DIACABS,Diamond Power Infrastructure Ltd.,Other Electrical Equipment/Products,Consumer Durables,21772.78,,
INE486A01021,CESC,CESC Ltd.,Power - Electric Utilities,Utilities,21731.4,,
INE101D01020,GRANULES,Granules India Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,21653.73,,
INE203G01027,IGL,Indraprastha Gas Ltd.,Utilities:Non-Electrical,Utilities,21271.62,,
INE0BWX01014,AETHER,Aether Industries Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,21122.54,,
INE491A01021,CUB,City Union Bank Ltd.,Banks,Banking and Finance,21004.69,,
INE120A01034,CARBORUNIV,Carborundum Universal Ltd.,Abrasives & Bearings,General Industrials,20897.69,,
INE686A01026,CEMPRO,Cemindia Projects Ltd.,Construction & Engineering,Cement and Construction,20753.66,,
INE0W2G01015,SAGILITY,Sagility Ltd.,Misc. Commercial Services,Commercial Services & Supplies,20443.36,,
INE152M01016,TRITURBINE,Triveni Turbine Ltd.,Heavy Electrical Equipment,General Industrials,20232.43,,
INE292B01021,HBLENGINE,HBL Engineering Ltd.,Other Electrical Equipment/Products,Consumer Durables,20154.84,,
INE100A01010,ATUL,Atul Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,19943.88,,
INE039A01010,IFCI,IFCI Ltd.,Financial Institutions,Banking and Finance,19932.54,,
INE419M01027,TDPOWERSYS,TD Power Systems Ltd.,Heavy Electrical Equipment,General Industrials,19698.84,,
INE475E01026,CAPLIPOINT,Caplin Point Laboratories Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,19566.17,,
INE596I01020,CAMS,Computer Age Management Services Ltd.,Data Processing Services,Software & Services,19553.44,,
INE684F01012,FSL,Firstsource Solutions Ltd.,BPO/KPO,Software & Services,19518.12,,
INE501A01019,DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corporation Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,19412.85,,
INE526E01018,SHRIPISTON,SPR Auto Technologies Ltd,Auto Parts & Equipment,Automobiles & Auto Components,19350.2,,
INE424H01027,SUNTV,Sun TV Network Ltd.,Broadcasting & Cable TV,Media,19178.13,,
INE230A01023,EIHOTEL,EIH Ltd.,Hotels,Hotels Restaurants & Tourism,19170.54,,
INE406M01024,ERIS,Eris Lifesciences Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,19157.76,,
INE017A01032,GESHIP,Great Eastern Shipping Company Ltd.,Shipping,Transportation,19156.5,,
INE0LXG01040,OLAELEC,Ola Electric Mobility Ltd.,2/3 Wheelers,Automobiles & Auto Components,19008.87,,
INE172A01027,CASTROLIND,Castrol India Ltd.,Oil Marketing & Distribution,Oil & Gas,18999.06,,
INE178A01016,CHENNPETRO,Chennai Petroleum Corporation Ltd.,Refineries/Petro-Products,Oil & Gas,18992.16,,
INE791I01019,BRIGADE,Brigade Enterprises Ltd.,Realty,Realty,18981.02,,
INE148I01020,SAMMAANCAP,Sammaan Capital Ltd.,Housing Finance,Banking and Finance,18969.38,,
INE427F01016,CHALET,Chalet Hotels Ltd.,Hotels,Hotels Restaurants & Tourism,18826.92,,
INE103V01028,TRAVELFOOD,Travel Food Services Ltd.,Restaurants,Hotels Restaurants & Tourism,18811.73,,
INE462A01022,BAYERCROP,Bayer Cropscience Ltd.,Agrochemicals,Chemicals & Petrochemicals,18773.21,,
INE102B01014,CHOICEIN,Choice International Ltd.,Capital Markets,Banking and Finance,18738.85,,
INE285A01027,ELGIEQUIP,Elgi Equipments Ltd.,Compressors & Pumps,General Industrials,18648.51,,
INE217B01036,KAJARIACER,Kajaria Ceramics Ltd.,Ceramics,Consumer Durables,18594.27,,
INE131A01031,GMDCLTD,Gujarat Mineral Development Corporation Ltd.,Coal & Mining,Metals & Mining,18533.04,,
INE718I01012,JSWCEMENT,JSW Cement Ltd.,Cement & Cement Products,Cement and Construction,18308.63,,
INE769A01020,AARTIIND,Aarti Industries Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,18212.51,,
INE457L01029,PGEL,PG Electroplast Ltd.,Consumer Electronics,Consumer Durables,18084.34,,
INE013P01021,ONESOURCE,OneSource Specialty Pharma Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,18072.45,,
INE085A01013,CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd.,Fertilizers,Fertilizers,18057.4,,
INE548C01032,EMAMILTD,Emami Ltd.,Personal Products,FMCG,18007.81,,
INE980O01024,JYOTICNC,Jyoti CNC Automation Ltd.,Industrial Machinery,General Industrials,17836.79,,
INE15B701018,PINELABS,Pine Labs Ltd.,Internet Software & Services,Software & Services,17820.18,,
INE616N01034,INOXINDIA,Inox India Ltd.,Other Industrial Products,General Industrials,17741.54,,
INE825A01020,VTL,Vardhman Textiles Ltd.,Textiles,Textiles Apparels & Accessories,17563.94,,
INE385C01021,SARDAEN,Sarda Energy & Minerals Ltd.,Iron & Steel/Interm.Products,Metals & Mining,17534.49,,
INE673O01025,TBOTEK,TBO Tek Ltd.,Travel Support Services,Diversified Consumer Services,17492.41,,
INE386C01029,ASTRAMICRO,Astra Microwave Products Ltd.,Aerospace & Defence,General Industrials,17469.88,,
INE348B01021,CENTURYPLY,Century Plyboards (India) Ltd.,Forest Products,Forest Materials,17372.82,,
INE324A01032,JINDALSAW,Jindal Saw Ltd.,Iron & Steel/Interm.Products,Metals & Mining,17356.25,,
INE943P01029,AGARWALEYE,Dr. Agarwals Health Care Ltd.,Healthcare Facilities,Healthcare,17317.56,,
INE0AQ201015,THELEELA,Leela Palaces Hotels & Resorts Ltd.,Hotels,Hotels Restaurants & Tourism,17299.02,,
INE04I401011,KPITTECH,KPIT Technologies Ltd.,IT Consulting & Software,Software & Services,17268.32,,
INE842C01021,MINDACORP,Minda Corporation Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,17253.16,,
INE531A01024,KANSAINER,Kansai Nerolac Paints Ltd.,Paints,Consumer Durables,17174.42,,
INE205C01021,POLYMED,Poly Medicure Ltd.,Healthcare Supplies,Healthcare,17168.27,,
INE092A01019,TATACHEM,Tata Chemicals Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,17159.11,,
INE03QK01018,COHANCE,Cohance Lifesciences Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,17054.27,,
INE768C01028,ZYDUSWELL,Zydus Wellness Ltd.,Packaged Foods,FMCG,16985.01,,
INE552Z01027,ABDL,Allied Blenders & Distillers Ltd.,Breweries & Distilleries,"Food, Beverages & Tobacco",16761.63,,
INE947N01017,AEQUS,Aequs Ltd.,Industrial Machinery,General Industrials,16653.3,,
INE738I01010,ECLERX,eClerx Services Ltd.,BPO/KPO,Software & Services,16638.51,,
INE872J01023,DEVYANI,Devyani International Ltd.,Restaurants,Hotels Restaurants & Tourism,16611.4,,
INE725A01030,NAVA,NAVA Ltd.,Power - Electric Utilities,Utilities,16481.2,,
INE987B01026,NATCOPHARM,Natco Pharma Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,16418.11,,
INE085J01014,THANGAMAYL,Thangamayil Jewellery Ltd.,Gems & Jewellery,Textiles Apparels & Accessories,16404.04,,
INE03Q201024,ALIVUS,Alivus Life Sciences Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,16326.14,,
INE901L01018,APLLTD,Alembic Pharmaceuticals Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,16316.7,,
INE398R01022,SYNGENE,Syngene International Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,16296.12,,
INE291A01017,GRWRHITECH,Garware Hi-Tech Films Ltd.,Containers & Packaging,Commercial Services & Supplies,16199.95,,
INE177H01039,GPIL,Godawari Power & Ispat Ltd.,Iron & Steel/Interm.Products,Metals & Mining,16186.46,,
INE138Y01010,KFINTECH,KFIN Technologies Ltd.,Other Financial Services,Banking and Finance,16178.41,,
INE299U01018,CROMPTON,Crompton Greaves Consumer Electricals Ltd.,Household Appliances,Consumer Durables,16094.65,,
INE02IJ01035,AZAD,Azad Engineering Ltd.,Industrial Machinery,General Industrials,16074.39,,
INE128S01021,FIVESTAR,Five-Star Business Finance Ltd.,Finance (including NBFCs),Banking and Finance,16036.09,,
INE995S01015,NIVABUPA,Niva Bupa Health Insurance Company Ltd.,General Insurance,Banking and Finance,15938.55,,
INE499A01024,DCMSHRIRAM,DCM Shriram Ltd.,Diversified,Diversified,15856.21,,
INE961O01016,RAINBOW,Rainbow Childrens Medicare Ltd.,Healthcare Facilities,Healthcare,15810.87,,
INE288A01013,MAHSCOOTER,Maharashtra Scooters Ltd.,Investment Companies,Others,15792.04,,
INE192B01031,WELSPUNLIV,Welspun Living Ltd.,Textiles,Textiles Apparels & Accessories,15738.73,,
INE228A01035,USHAMART,Usha Martin Ltd.,Iron & Steel Products,Metals & Mining,15695.74,,
INE235A01022,FINCABLES,Finolex Cables Ltd.,Wires & Cables,Consumer Durables,15670.93,,
INE00E101023,BIKAJI,Bikaji Foods International Ltd.,Packaged Foods,FMCG,15633.41,,
INE536H01010,CIEINDIA,CIE Automotive India Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,15572.83,,
INE0J5401028,HONASA,Honasa Consumer Ltd.,Personal Products,FMCG,15570.92,,
INE251B01027,ZENTEC,Zen Technologies Ltd.,Aerospace & Defence,General Industrials,15539.88,,
INE088F01024,PARADEEP,Paradeep Phosphates Ltd.,Fertilizers,Fertilizers,15515.46,,
INE055A01016,ABREL,Aditya Birla Real Estate Ltd.,Paper & Paper Products,Commercial Services & Supplies,15445.28,,
INE703B01027,RATNAMANI,Ratnamani Metals & Tubes Ltd.,Iron & Steel/Interm.Products,Metals & Mining,15403.42,,
INE0Q9301021,IGIL,International Gemological Institute Ltd.,Misc. Commercial Services,Commercial Services & Supplies,15376.24,,
INE927D01051,JBMA,JBM Auto Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,15340.2,,
INE034A01011,ARVIND,Arvind Ltd.,Textiles,Textiles Apparels & Accessories,15249.24,,
INE732A01036,KIRLOSBROS,Kirloskar Brothers Ltd.,Compressors & Pumps,General Industrials,15101.19,,
INE421D01022,CCL,CCL Products India Ltd.,Tea & Coffee,"Food, Beverages & Tobacco",15088.65,,
INE482A01020,CEATLTD,Ceat Ltd.,Auto Tyres & Rubber Products,Automobiles & Auto Components,15059.98,,
INE258A01024,BEML,BEML Ltd.,Commercial Vehicles,Automobiles & Auto Components,14890.41,,
INE790G01031,SHILPAMED,Shilpa Medicare Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,14859.33,,
INE818H01020,LTFOODS,LT Foods Ltd.,Other Agricultural Products,"Food, Beverages & Tobacco",14846.8,,
INE700A01033,JUBLPHARMA,Jubilant Pharmova Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,14845.0,,
INE297H01019,GALLANTT,Gallantt Ispat Ltd.,Iron & Steel/Interm.Products,Metals & Mining,14609.56,,
INE151G01028,SHAILY,Shaily Engineering Plastics Ltd.,Plastic Products,General Industrials,14531.62,,
INE01TY01017,CANHLIFE,Canara HSBC Life Insurance Company Ltd.,Life Insurance,Banking and Finance,14458.05,,
INE713T01028,APOLLO,Apollo Micro Systems Ltd.,Aerospace & Defence,General Industrials,14429.78,,
INE126A01031,EIDPARRY,EID Parry (India) Ltd.,Other Food & Beverages,"Food, Beverages & Tobacco",14327.21,,
INE671H01015,SOBHA,Sobha Ltd.,Realty,Realty,14319.72,,
INE338H01029,CONCORDBIO,Concord Biotech Ltd.,Biotechnology,Pharmaceuticals & Biotechnology,14280.11,,
INE959A01019,PRIVISCL,Privi Speciality Chemicals Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,14234.84,,
INE109A01011,SCI,Shipping Corporation of India Ltd.,Shipping,Transportation,14195.22,,
INE951I01027,VGUARD,V-Guard Industries Ltd.,Household Appliances,Consumer Durables,13965.99,,
INE00F201020,PRUDENT,Prudent Corporate Advisory Services Ltd.,Other Financial Services,Banking and Finance,13961.51,,
INE093R01011,LLOYDSENGG,Lloyds Engineering Works Ltd.,Industrial Machinery,General Industrials,13947.44,,
INE043W01024,VIJAYA,Vijaya Diagnostic Centre Ltd.,Healthcare Services,Healthcare,13916.02,,
INE668A01016,TMB,Tamilnad Mercantile Bank Ltd.,Banks,Banking and Finance,13870.8,,
INE371A01025,GRAPHITE,Graphite India Ltd.,Electrodes & Refractories,General Industrials,13870.69,,
INE930P01018,ANURAS,Anupam Rasayan India Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,13828.01,,
INE133A01011,JSWDULUX,JSW Dulux Ltd.,Paints,Consumer Durables,13792.98,,
INE321T01012,DOMS,DOMS Industries Ltd.,Commodity Printing/Stationery,Commercial Services & Supplies,13719.2,,
INE551W01018,UJJIVANSFB,Ujjivan Small Finance Bank Ltd.,Microfinance Institutions,Banking and Finance,13661.22,,
INE999A01023,KSB,KSB Ltd.,Compressors & Pumps,General Industrials,13649.02,,
INE418L01047,NAZARA,Nazara Technologies Ltd.,Internet Software & Services,Software & Services,13554.76,,
INE2J8701016,SKFINDUS,SKF India (Industrial) Ltd.,Abrasives & Bearings,General Industrials,13535.63,,
INE510A01028,ENGINERSIN,Engineers India Ltd.,Consulting Services,Commercial Services & Supplies,13522.74,,
INE290S01011,CARTRADE,CarTrade Tech Ltd.,Internet & Catalogue Retail,Retailing,13497.59,,
INE066P01011,INOXWIND,Inox Wind Ltd.,Heavy Electrical Equipment,General Industrials,13480.25,,
INE119A01028,BALRAMCHIN,Balrampur Chini Mills Ltd.,Sugar,"Food, Beverages & Tobacco",13395.38,,
INE065X01017,INDGN,Indegene Ltd.,Healthcare Services,Healthcare,13357.47,,
INE676A01027,BBOX,Black Box Ltd.,IT Consulting & Software,Software & Services,13221.37,,
INE663A01033,SPLPETRO,Supreme Petrochem Ltd.,Petrochemicals,Chemicals & Petrochemicals,13190.16,,
INE399G01023,RKFORGE,Ramkrishna Forgings Ltd.,Castings & Forgings,General Industrials,13138.1,,
INE0LCL01028,AVALON,Avalon Technologies Ltd.,Heavy Electrical Equipment,General Industrials,13130.52,,
INE852O01025,APTUS,Aptus Value Housing Finance India Ltd.,Housing Finance,Banking and Finance,13053.81,,
INE731H01025,ACE,Action Construction Equipment Ltd.,Commercial Vehicles,Automobiles & Auto Components,13031.27,,
INE545A01024,HEG,HEG Ltd.,Electrodes & Refractories,General Industrials,13006.68,,
INE0NNS01018,NSLNISP,NMDC Steel Ltd.,Iron & Steel/Interm.Products,Metals & Mining,12847.78,,
INE064C01022,TRIDENT,Trident Ltd.,Textiles,Textiles Apparels & Accessories,12831.62,,
INE024L01027,GRAVITA,Gravita India Ltd.,Other Non-Ferrous Metals,Metals & Mining,12784.37,,
INE389H01022,KEC,KEC International Ltd.,Heavy Electrical Equipment,General Industrials,12746.99,,
INE602A01031,PCBL,PCBL Chemical Ltd.,Refineries/Petro-Products,Oil & Gas,12665.56,,
INE119201023,PARKHOSPS,Park Medi World Ltd.,Healthcare Facilities,Healthcare,12623.18,,
INE080I01025,LLOYDSENT,Lloyds Enterprises Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,12611.65,,
INE02ZQ01018,CORONA,Corona Remedies Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,12591.64,,
INE825V01034,MANYAVAR,Vedant Fashions Ltd.,Specialty Retail,Retailing,12559.54,,
INE491J01022,ASKAUTOLTD,ASK Automotive Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,12517.57,,
INE481N01025,HOMEFIRST,Home First Finance Company India Ltd.,Housing Finance,Banking and Finance,12479.25,,
INE304W01038,BLUESTONE,Bluestone Jewellery and Lifestyle Ltd.,Gems & Jewellery,Textiles Apparels & Accessories,12441.44,,
INE750C01026,MARKSANS,Marksans Pharma Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,12409.89,,
INE285K01026,TECHNOE,Techno Electric & Engineering Company Ltd.,Power - Electric Utilities,Utilities,12400.44,,
INE665L01035,VARROC,Varroc Engineering Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,12394.03,,
INE0Z4F01028,ATLANTAELE,Atlanta Electricals Ltd.,Heavy Electrical Equipment,General Industrials,12360.36,,
INE871C01038,AVANTIFEED,Avanti Feeds Ltd.,Other Food & Beverages,"Food, Beverages & Tobacco",12351.34,,
INE118D01016,NUVOCO,Nuvoco Vistas Corporation Ltd.,Cement & Cement Products,Cement and Construction,12350.46,,
INE683A01023,SOUTHBANK,South Indian Bank Ltd.,Banks,Banking and Finance,12349.98,,
INE962Y01021,IRCON,Ircon International Ltd.,Construction & Engineering,Cement and Construction,12344.27,,
INE383A01012,INDIACEM,India Cements Ltd.,Cement & Cement Products,Cement and Construction,12338.56,,
INE351F01018,JPPOWER,Jaiprakash Power Ventures Ltd.,Green & Renewable Energy,Utilities,12295.11,,
INE956G01038,WABAG,Va Tech Wabag Ltd.,Utilities:Non-Electrical,Utilities,12219.47,,
INE011K01018,TEGA,Tega Industries Ltd.,Coal & Mining,Metals & Mining,12213.51,,
INE780C01023,JMFINANCIL,JM Financial Ltd.,Holding Companies,Diversified,12197.41,,
INE807F01027,VIYASH,Viyash Scientific Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,12156.89,,
INE133E01013,TI,Tilaknagar Industries Ltd.,Breweries & Distilleries,"Food, Beverages & Tobacco",12144.78,,
INE233B01017,BLUEDART,Blue Dart Express Ltd.,Warehousing & Logistics,Transportation,12076.31,,
INE12UR01024,UTLSOLAR,Fujiyama Power Systems Ltd.,Other Electrical Equipment/Products,Consumer Durables,11967.64,,
INE0BY001018,JUBLINGREA,Jubilant Ingrevia Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,11790.78,,
INE872H01027,LUMAXTECH,Lumax Auto Technologies Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,11739.48,,
INE614B01018,KTKBANK,Karnataka Bank Ltd.,Banks,Banking and Finance,11727.27,,
INE112L01020,METROPOLIS,Metropolis Healthcare Ltd.,Healthcare Services,Healthcare,11680.07,,
INE094J01016,UTIAMC,UTI Asset Management Company Ltd.,Asset Management Cos.,Banking and Finance,11525.43,,
INE14LE01019,ABLBL,Aditya Birla Lifestyle Brands Ltd.,Specialty Retail,Retailing,11455.82,,
INE615H01020,TITAGARH,Titagarh Rail Systems Ltd.,Commercial Vehicles,Automobiles & Auto Components,11412.93,,
INE573A01042,JKTYRE,JK Tyre & Industries Ltd.,Auto Tyres & Rubber Products,Automobiles & Auto Components,11384.55,,
INE940H01022,PGIL,Pearl Global Industries Ltd.,Other Apparels & Accessories,Textiles Apparels & Accessories,11381.8,,
INE260D01016,OLECTRA,Olectra Greentech Ltd.,Commercial Vehicles,Automobiles & Auto Components,11368.18,,
INE520A01027,ZENSARTECH,Zensar Technologies Ltd.,IT Consulting & Software,Software & Services,11354.99,,
INE191H01014,PVRINOX,PVR INOX Ltd.,Movies & Entertainment,Media,11351.92,,
INE022Q01020,IEX,Indian Energy Exchange Ltd.,Capital Markets,Banking and Finance,11333.41,,
INE903U01023,SIGNATURE,Signatureglobal (India) Ltd.,Realty,Realty,11287.24,,
INE320J01015,RITES,Rites Ltd.,Construction & Engineering,Cement and Construction,11257.66,,
INE002S01010,MGL,Mahanagar Gas Ltd.,Utilities:Non-Electrical,Utilities,11256.72,,
INE0CLI01024,RATEGAIN,RateGain Travel Technologies Ltd.,IT Software Products,Software & Services,11243.92,,
INE532F01054,EDELWEISS,Edelweiss Financial Services Ltd.,Other Financial Services,Banking and Finance,11220.19,,
INE02RE01045,FIRSTCRY,Brainbees Solutions Ltd.,Internet & Catalogue Retail,Retailing,11183.13,,
INE01IU01018,SKYGOLD,Sky Gold and Diamonds Ltd.,Gems & Jewellery,Textiles Apparels & Accessories,11141.63,,
INE209L01016,JWL,Jupiter Wagons Ltd.,Commercial Vehicles,Automobiles & Auto Components,11111.63,,
INE09XN01023,AKUMS,Akums Drugs & Pharmaceuticals Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,10977.44,,
INE216P01012,AAVAS,Aavas Financiers Ltd.,Housing Finance,Banking and Finance,10874.62,,
INE0QPI01025,SUDEEPPHRM,Sudeep Pharma Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,10815.39,,
INE477A01020,CANFINHOME,Can Fin Homes Ltd.,Housing Finance,Banking and Finance,10802.83,,
INE0YD401026,JAINREC,Jain Resource Recycling Ltd.,Other Non-Ferrous Metals,Metals & Mining,10642.45,,
